id,size,road_address,name,latitude,longitude,phone,business_hours,review_count,facilities,parking,very_good,seat_info,menu,category
33,70.94,"서울특별시 마포구 홍익로 3-3, 2층 (서교동)",한월,193191.3149,450071.6892,0507-1472-0126,화: 정기휴무 (매주 화요일); 수: 17:00 - 02:00; 목: 17:00 - 02:00; 금: 17:00 - 02:00; 토: 17:00 - 02:00; 일: 17:00 - 02:00; 월: 17:00 - 02:00,201,"['남/녀 화장실 구분', '반려동물 동반', '예약', '포장']",,"[['""음식이 맛있어요""', 195], ['""술이 다양해요""', 133], ['""특별한 메뉴가 있어요""', 109], ['""인테리어가 멋져요""', 83]]",[],[],한식
34,166.54,"서울특별시 마포구 독막로7길 20 (서교동,2층)",왔쏘 홍대점,192786.2352,449607.9105,02-336-7772,화: 12:00 - 23:00; 수: 12:00 - 23:00; 목: 12:00 - 23:00; 금: 12:00 - 23:00; 토: 12:00 - 23:00; 일: 12:00 - 23:00; 월: 12:00 - 23:00,137,"['무한 리필', '예약', '단체 이용 가능']",,"[['""음식이 맛있어요""', 88], ['""가성비가 좋아요""', 67], ['""친절해요""', 51], ['""양이 많아요""', 37]]",['단체석'],"[[""무한리필 흑우 한마리 (성인)"", 28900], [""무한리필 흑우 한마리 (초등학생)"", 19000], [""무한리필 흑우 한마리 (36개월이상)"", 9000]]",양식
35,35.33,"서울특별시 마포구 어울마당로5길 31, B1층 좌측호 (서교동)",88야키토리,192757.3971,449688.8388,,,37,"['단체 이용 가능', '예약']",,"[['""음식이 맛있어요""', 39], ['""술이 다양해요""', 17], ['""대화하기 좋아요""', 14], ['""친절해요""', 12]]",[],"[[""쯔꾸네"", 6000], [""표고쯔꾸네"", 5000], [""왕새우"", 4500], [""명란가슴살"", 3600], [""닭가슴연골"", 3500], [""닭껍질"", 3500], [""닭근위"", 3500], [""부추삼겹"", 3500], [""우설숯불구이"", 28000], [""소갈비살구이"", 20000], [""닭목살구이"", 18000], [""왕새우숯불구이"", 18000], [""명란숯불구이"", 17000], [""참마숯불구이"", 10000], [""제주딱새우장"", 29000], [""88오코노미야끼"", 18000], [""카와폰즈"", 15000], [""고구마버터스틱"", 12000], [""멘다이사라다"", 8000], [""포테이토사라다"", 6000]]",일식
36,58.3,"서울특별시 마포구 와우산로15길 49, 2층 일부 우측호 (서교동)",김김포차,192943.9915,449600.9201,,화: 17:00 - 03:00; 수: 17:00 - 03:00; 목: 17:00 - 03:00; 금: 17:00 - 03:00; 토: 16:00 - 03:00; 일: 16:00 - 03:00; 월: 17:00 - 03:00,49,"['무선 인터넷', '반려동물 동반', '예약', '단체 이용 가능']",주차 불가,"[['""음식이 맛있어요""', 45], ['""가성비가 좋아요""', 33], ['""친절해요""', 24], ['""특별한 메뉴가 있어요""', 21]]","['단체석', '카운터석']","[[""골뱅이(소면)"", 16000], [""황도"", 11000], [""은행"", 11000], [""통골뱅이"", 16000], [""과일안주"", 20000], [""황태포"", 11000], [""쇠고기육포"", 10000], [""대구포땅콩"", 10000], [""미니족발"", 14000], [""무뼈닭발"", 14000], [""두부김치"", 14000], [""계란말이"", 12000], [""소세지볶음찜"", 14000], [""부대찌개"", 16000], [""어묵탕"", 12000], [""후라이드치킨"", 15000], [""양념치킨"", 16000], [""반반치킨"", 16000], [""새우튀김"", 13000], [""돈까스"", 13000], [""감자튀김"", 11000]]",한식
37,16,"서울특별시 마포구 홍익로3길 35 (서교동,1층)",미쉐,193008.271,450061.4942,0507-1340-8790,,116,"['포장', '배달']",주차 불가,"[['""음료가 맛있어요""', 73], ['""가성비가 좋아요""', 61], ['""디저트가 맛있어요""', 58], ['""커피가 맛있어요""', 42]]",[],"[[""킹 소프트콘"", 1000], [""오리지널 밀크티"", 3000], [""생레몬 워터"", 1200], [""딸기치즈폼 우롱티"", 3800], [""블랙밀크티"", 3000], [""흑당 밀크티"", 3000], [""치즈폼 우롱티"", 3000], [""망고 아이스크림 쉐이크"", 2800], [""망고 선데이 아이스크림"", 2800], [""오렌지 망고우롱티"", 3000], [""치즈폼 블랙티"", 3000], [""블랙티"", 1200], [""우롱티"", 1200], [""치즈폼 밀크티"", 3800], [""단팥 밀크티"", 3000], [""삼형제 밀크티"", 3800]]",한식
38,98,"서울특별시 마포구 와우산로27길 68, 2층 (서교동)",석,193313.4863,450358.6984,,화: 11:30 - 21:00; 수: 11:30 - 21:00; 목: 11:30 - 21:00; 금: 11:30 - 21:00; 토: 11:30 - 21:00; 일: 11:30 - 21:00; 월: 정기휴무 (매주 월요일),700,"['단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분', '포장']",주차 불가,"[['""음식이 맛있어요""', 695], ['""양이 많아요""', 431], ['""친절해요""', 339], ['""특별한 메뉴가 있어요""', 319]]",[],"[[""돌짜장(대)"", 29800], [""돌짜장(중)"", 19800], [""팔보면"", 19800], [""탕수육"", 17000], [""멘보샤"", 9900], [""연태하이볼"", 7000]]",중식
39,52.07,"서울특별시 마포구 와우산로17길 24-3, 1층 (서교동)",황포25,193000.7234,449794.7063,,화: 19:00 - 10:00; 수: 19:00 - 10:00; 목: 19:00 - 10:00; 금: 19:00 - 10:00; 토: 19:00 - 10:00; 일: 19:00 - 10:00; 월: 19:00 - 10:00,117,"['단체 이용 가능', '예약', '포장', '남/녀 화장실 구분', '무선 인터넷']",,"[['""음식이 맛있어요""', 115], ['""친절해요""', 78], ['""기본 안주가 좋아요""', 56], ['""가성비가 좋아요""', 43]]",[],"[[""오뎅탕"", 20000], [""얼큰수제비탕"", 21000], [""만두전골"", 21000], [""돼지김치찌개"", 21000], [""부대찌개"", 21000], [""닭도리탕"", 25000], [""후라이드치킨(순살)"", 21000], [""양념치킨(순살)"", 22000], [""파닭(순살)"", 22000], [""깐풍치킨"", 23000], [""감자튀김"", 17000], [""오돌뼈주먹밥"", 21000], [""통마늘모래집(소금)"", 19000], [""치즈소세지"", 19000], [""제육볶음주먹밥"", 21000], [""무뼈닭발"", 19000], [""두부김치"", 19000], [""매콤골뱅이"", 21000], [""파전/김치전"", 19000], [""도토리묵"", 19000], [""오리훈제"", 23000]]",양식
40,253.66,"서울특별시 마포구 양화로16길 15, 무광빌딩 2층 201호 (서교동)",일편장어,192919.6411,450117.1677,0507-1384-6716,,139,"['콜키지 가능', '생일 혜택', '단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분', '대기공간', '출입구 휠체어 이용가능', '좌석 휠체어 이용가능']",주차 불가,"[['""음식이 맛있어요""', 128], ['""재료가 신선해요""', 108], ['""매장이 넓어요""', 71], ['""친절해요""', 56]]","['단체석', '입식']",[],한식
41,148.5,"서울특별시 마포구 동교로 129, 1층 102호 (서교동)",청운,192730.3769,450187.3952,050-7982-5405,,339,[],,"[['""음식이 맛있어요""', 318], ['""가성비가 좋아요""', 117], ['""친절해요""', 114], ['""양이 많아요""', 111]]",[],"[[""짜장면"", 6000], [""짬뽕"", 7000], [""홍합짬뽕"", 8000], [""탕수육 (소)"", 16000], [""간짜장"", 7000], [""사천짜장"", 8000]]",중식
42,58.59,"서울특별시 마포구 양화로6길 99-3 (서교동,지하1층)",철인7호,192840.8424,449589.606,0507-1373-7175,화: 16:00 - 02:00; 수: 16:00 - 02:00; 목: 16:00 - 02:00; 금: 16:00 - 02:00; 토: 16:00 - 02:00; 일: 16:00 - 02:00; 월: 16:00 - 02:00,773,"['테이크아웃 할인', '예약', '포장', '배달', '무선 인터넷']",주차 불가,"[['""음식이 맛있어요""', 697], ['""양이 많아요""', 345], ['""친절해요""', 298], ['""가성비가 좋아요""', 251]]",[],"[[""난리세트"", 19900], [""철인3종세트"", 19900], [""마라꽃치킨세트(뼈)"", 20900], [""정통팩"", 14900], [""후라이드 반마리(뼈)"", 10000], [""양념친킨 반마리(뼈)"", 10500], [""치즈스틱4pc(4p)"", 3000], [""시즈닝)양념감자(중)"", 3000], [""시즈닝)양념감자(대)"", 6000], [""양배추 샐러드"", 2000], [""무 추가"", 500], [""바삭바삭똥집튀김"", 9000], [""크림치즈볼4pc"", 3000], [""왕만두튀김3pc"", 3000], [""간장치킨 반마리(뼈)"", 10500], [""홍갈(칠리마늘)치킨 반마리(뼈)"", 10500], [""마라치킨 반마리(뼈)신라면맵기"", 10500], [""매운간장치킨 반마리(뼈)"", 10500]]",한식
43,219.84,"서울특별시 마포구 독막로3길 13 (서교동, 1층, 2층, 3층)",지하102호 5호점,192558.0373,449641.8136,0507-1357-1025,수: 15:30 - 05:00; 목: 15:30 - 05:00; 금: 15:30 - 06:00; 토: 15:30 - 06:00; 일: 15:30 - 05:00; 월: 15:30 - 05:00; 화: 15:30 - 05:00,384,"['생일 혜택', '콜키지 가능', '단체 이용 가능', '반려동물 동반', '남/녀 화장실 구분', '무선 인터넷', '예약']",유료 주차 가능,"[['""음식이 맛있어요""', 343], ['""인테리어가 멋져요""', 212], ['""기본 안주가 좋아요""', 154], ['""친절해요""', 149]]","['루프탑', '룸', '단체석', '연인석', '1인석', '테라스', '입식']","[[""차돌박이마늘짬뽕"", 22000], [""오늘의 사시미"", 37000], [""숯불닭구이"", 20000], [""일본식 오뎅탕"", 20000], [""매운 해물 국물 떡볶이"", 18000], [""차돌박이마늘쌈뽕"", 22000], [""스키야키"", 22000], [""바지락탕"", 18000], [""모듬사시미"", 41000], [""연어사시미"", 35000], [""참치모듬"", 50000], [""갑오징어회"", 20000], [""광어세비체"", 2000], [""진짜파인애플샤베트"", 10000], [""우유튀김"", 9000], [""야채튀김"", 8000], [""타다끼"", 25000], [""닭구이"", 20000], [""일본식야끼교자"", 18000], [""동문어가라아게"", 25000], [""닭껍질"", 6000]]",일식
44,119.73,"서울특별시 마포구 와우산로21길 10, 2층 (서교동)",길상양꼬치,193159.9252,450034.5746,0507-1441-3514,화: 11:30 - 23:30; 수: 11:30 - 23:30; 목: 11:30 - 23:30; 금: 11:30 - 23:30; 토: 11:30 - 23:30; 일: 11:30 - 23:30; 월: 11:30 - 23:30,64,"['단체 이용 가능', '남/녀 화장실 구분', '대기공간', '포장', '예약']",주차 불가,"[['""음식이 맛있어요""', 63], ['""고기 질이 좋아요""', 47], ['""매장이 넓어요""', 31], ['""친절해요""', 29]]",[],"[[""양꼬치(10개)"", 16000], [""양삼겹꼬치(10개)"", 16000], [""양갈비살꼬치(10개)"", 18000], [""소갈비살꼬치(10개)"", 19000], [""양갈비구이(500g)"", 45000], [""고급양갈비구이(245g)"", 29000], [""마늘꼬치(2개)"", 3000], [""모둠꼬치"", 38000]]",중식
45,215.48,"서울특별시 마포구 잔다리로 14, 2층 (서교동)",무청감자탕 홍대점,193006.6564,449868.7867,0502-1909-2468,,36,"['포장', '배달']",,"[['""음식이 맛있어요""', 35], ['""양이 많아요""', 24], ['""매장이 넓어요""', 21], ['""재료가 신선해요""', 16]]",[],"[[""시래기감자탕"", null], [""묵은지감자탕"", null], [""부대찌개전골"", null], [""마라감자탕"", null], [""볼케이노뼈구이"", null], [""로제뼈찜"", null], [""간장뼈찜"", null], [""시래기뼈해장국"", null], [""묵은지해장국"", null], [""육개장"", null], [""부대찌개"", null], [""뚝배기불고기"", null], [""황태탕"", null], [""순살시래기해장국"", null], [""우렁시래기해장국"", null], [""수제떡갈비"", null], [""계란말이"", null], [""가래떡국물떡볶이"", null], [""가래떡로제떡볶이"", null], [""반반만두"", null]]",한식
46,37.62,"서울특별시 마포구 와우산로21길 36-6 (서교동, 지하1층 B01호)",혼가츠,193041.153,450043.4969,02-322-8850,수: 11:00 - 21:30; 목: 11:00 - 21:30; 금: 11:00 - 21:30; 토: 11:00 - 21:30; 일: 11:00 - 21:30; 월: 11:00 - 21:30; 화: 11:00 - 21:30,763,"['단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분']",,"[['""음식이 맛있어요""', 676], ['""양이 많아요""', 223], ['""가성비가 좋아요""', 213], ['""친절해요""', 211]]",[],"[[""혼가츠 왕돈까스"", 13000], [""생등심 돈까스"", 12000], [""버터갈릭감자튀김"", 8000], [""생안심 돈까스"", 12000], [""치즈 돈까스"", 12000]]",일식
47,72.04,"서울특별시 마포구 월드컵로14길 19, charis 빌딩 2층 (서교동)",한상팔삼 우육미면,192108.6561,450436.7128,0507-1427-3457,화: 11:30 - 21:00; 수: 11:30 - 21:00; 목: 11:30 - 21:00; 금: 11:30 - 21:00; 토: 11:30 - 21:00; 일: 정기휴무 (매주 일요일); 월: 11:30 - 21:00,232,"['글루텐프리 메뉴', '단체 이용 가능', '무선 인터넷']",주차 불가,"[['""음식이 맛있어요""', 233], ['""재료가 신선해요""', 114], ['""친절해요""', 111], ['""인테리어가 멋져요""', 96]]","['룸', '연인석']","[[""시그니처 우육면"", null], [""애호박 고기짬뽕"", null]]",중식
48,48.91,"서울특별시 마포구 월드컵로14길 62, 1층 (서교동)",파스토보이 마포점,192320.5627,450503.4112,02-325-5345,화: 11:00 - 23:00; 수: 11:00 - 23:00; 목: 11:00 - 23:00; 금: 11:00 - 23:00; 토: 11:00 - 23:00; 일: 11:00 - 23:00; 월: 11:00 - 23:00,102,['포장'],,"[['""음식이 맛있어요""', 101], ['""친절해요""', 33], ['""가성비가 좋아요""', 33], ['""재료가 신선해요""', 21]]",[],"[[""그릴드 치킨 스테이크 샐러드"", 16900], [""목살 스테이크 샐러드"", 16900], [""우삼겹 마라 크림 파스타"", 12900], [""그릴드 치킨 크림 파스타"", 11900], [""베이컨 까르보나라"", 10900], [""해물 크림 파스타"", 10900], [""매콤 해물 파스타"", 10900], [""해물 올리브 파스타"", 10900], [""토마토 미트 파스타"", 10900], [""토마토 해물 파스타"", 9900], [""베이컨 로제 파스타"", 11500], [""해물 로제 파스타"", 11500], [""우삼겹 필라프"", 11900], [""새우 필라프"", 10900], [""목살 필라프"", 10900], [""김치 필라프"", 10900], [""그릴드 치킨 투움바 파스타"", 13900]]",양식
49,26,"서울특별시 마포구 월드컵북로7길 14, 1층 일부호 (서교동)",열정의선창,192601.5304,450670.3991,0507-1371-3415,화: 19:00 - 02:00; 수: 19:00 - 02:00; 목: 19:00 - 02:00; 금: 19:00 - 02:00; 토: 19:00 - 02:00; 일: 19:00 - 02:00; 월: 정기휴무 (매주 월요일),97,['생일 혜택'],무료 주차 가능,"[['""술이 다양해요""', 72], ['""특별한 메뉴가 있어요""', 63], ['""인테리어가 멋져요""', 53], ['""친절해요""', 53]]","['좌식', '바테이블', '단체석', '룸']",[],한식
50,73.49,"서울특별시 마포구 와우산로29바길 5-4, 1층 (서교동)",숨은꼬치,193425.8005,450404.1478,0507-1345-8580,화: 정기휴무 (매주 화요일); 수: 17:00 - 24:00; 목: 17:00 - 24:00; 금: 17:00 - 02:00; 토: 17:00 - 02:00; 일: 17:00 - 02:00; 월: 17:00 - 24:00,124,"['콜키지 가능', '예약', '무선 인터넷', '단체 이용 가능']",주차 불가,"[['""음식이 맛있어요""', 128], ['""고기 질이 좋아요""', 92], ['""친절해요""', 61], ['""직접 잘 구워줘요""', 51]]",[],"[[""양꼬치(10개)"", 14000], [""우육면(오리지널/토마토/마라)"", 10000]]",중식
51,46,"서울특별시 마포구 와우산로29다길 22, 지하1층 102호 (서교동)",간바레미나상,193502.3141,450268.3561,,화: 정기휴무 (매주 화요일); 수: 17:00 - 24:00; 목: 17:00 - 24:00; 금: 17:00 - 24:00; 토: 17:00 - 24:00; 일: 17:00 - 24:00; 월: 17:00 - 24:00,97,"['반려동물 동반', '예약', '단체 이용 가능', '대기공간']",주차 불가,"[['""음식이 맛있어요""', 85], ['""음악이 좋아요""', 51], ['""인테리어가 멋져요""', 45], ['""대화하기 좋아요""', 43]]",[],"[[""와규타다끼"", 20000], [""치킨가라아게&웨지감자"", 16000], [""토마토홍합스튜"", 19000], [""명란마요치즈감자"", 17000], [""연어카레구이"", 19000], [""깐풍치킨난반"", 19000], [""오꼬노미야끼"", 16000], [""오뎅나베"", 20000], [""비빔진미채고추만두"", 17000]]",일식
52,60,"서울특별시 마포구 독막로9길 4, 지하1층 (서교동)",힙하디,192824.0314,449582.3896,0507-1389-1362,화: 정기휴무 (매주 화요일); 수: 정기휴무 (매주 수요일); 목: 20:00 - 02:00; 금: 20:00 - 02:00; 토: 20:00 - 02:00; 일: 정기휴무 (매주 일요일); 월: 정기휴무 (매주 월요일),110,"['단체 이용 가능', '예약']",,"[['""음악이 좋아요""', 103], ['""술이 다양해요""', 84], ['""인테리어가 멋져요""', 65], ['""친절해요""', 40]]",[],"[[""힙합"", 18000], [""하우스"", 18000], [""디스코"", 18000]]",한식
53,60,"서울특별시 마포구 양화로6길 57-24, 지1층 B01호 (서교동, 엘림빌라)",동백상회 합정,192697.4344,449692.5417,0507-1370-2987,화: 17:00 - 03:00; 수: 17:00 - 03:00; 목: 17:00 - 03:00; 금: 17:00 - 05:00; 토: 17:00 - 05:00; 일: 17:00 - 03:00; 월: 17:00 - 03:00,363,"['콜키지 가능', '무선 인터넷', '단체 이용 가능', '포장', '예약']",주차 불가,"[['""음식이 맛있어요""', 351], ['""기본 안주가 좋아요""', 146], ['""친절해요""', 143], ['""인테리어가 멋져요""', 142]]","['단체석', '바테이블', '연인석', '카운터석', '1인석', '좌식']","[[""산문어숙회"", 38000], [""산문어매콤찜"", 38000], [""가리비술찜"", 38000], [""가리비회"", 32000], [""연포탕"", 38000], [""참소라숙회"", 32000], [""소라무침"", 32000], [""산낙지"", 22000], [""알탕"", 24000], [""골빔면"", 20000], [""비빔삼겹살"", 12000], [""오므라이스"", 9000], [""시원한황도"", 8000], [""설탕토마토"", 8000], [""쥐포"", 8000], [""치즈스틱"", 8000], [""해물라면"", 10000], [""치즈감자채전"", 15000], [""타코와사비"", 10000], [""닭튀김"", 18000]]",한식
