id,size,road_address,name,latitude,longitude,phone,business_hours,review_count,facilities,parking,very_good,seat_info,menu,category
289,83,"서울특별시 마포구 잔다리로6길 40-6 (서교동,2층)",소고산제일루,192974.3294,449985.5475,02-3141-3045,수: 11:00 - 23:00; 목: 11:00 - 23:00; 금: 11:00 - 24:00; 토: 11:00 - 24:00; 일: 11:00 - 23:00; 월: 11:00 - 23:00; 화: 11:00 - 23:00,356,"['예약', '단체 이용 가능', '포장', '무선 인터넷', '배달']",,"[['""음식이 맛있어요""', 118], ['""재료가 신선해요""', 42], ['""친절해요""', 38], ['""특별한 메뉴가 있어요""', 34]]",[],"[[""부추만두"", 6500], [""궈바로우"", 18000], [""마라탕"", 16000], [""마라면"", 8000], [""양꼬치 (8EA)"", 12000]]",중식
290,123.75,"서울특별시 마포구 와우산로18길 29, 지1층 (서교동, Terra빌딩)",닭꼬얌,193197.3724,449912.0155,02-322-3331,,98,"['포장', '예약', '남/녀 화장실 구분']",,"[['""음식이 맛있어요""', 94], ['""가성비가 좋아요""', 52], ['""재료가 신선해요""', 34], ['""양이 많아요""', 34]]",[],"[[""닭쌈밥 (1인분)"", 8000], [""불고기닭쌈밥 (1인분)"", 8000], [""고바비 (1인분)"", 12000], [""닭쌈 (디너메뉴)"", 18000], [""불고기갉쌈 (디너메뉴)"", 18000]]",일식
291,159.45,"서울특별시 마포구 양화로6길 67, 2층 (서교동)",고수포차 본점,192683.2688,449608.3249,0507-1421-2301,수: 17:00 - 01:00; 목: 17:00 - 01:00; 금: 17:00 - 02:00; 토: 16:00 - 02:00; 일: 16:00 - 24:00; 월: 17:00 - 01:00; 화: 17:00 - 01:00,57,"['단체 이용 가능', '무선 인터넷', '반려동물 동반', '남/녀 화장실 구분']",,"[['""음식이 맛있어요""', 65], ['""친절해요""', 37], ['""인테리어가 멋져요""', 27], ['""양이 많아요""', 18]]",[],"[[""김치우동"", 25000], [""얼큰차돌박이탕"", 25000], [""로제해물짬봉탕"", 25000], [""하얀고기짬뽕"", 25000], [""김치찌개"", 25000], [""오뎅탕"", 25000], [""순살마늘치킨"", 23000], [""순살양념치킨"", 23000], [""순살화이트치킨"", 23000], [""순살간장치킨"", 23000], [""순살후라이드치킨"", 23000], [""모듬감자튀김"", 18000]]",일식
292,68.65,"서울특별시 마포구 잔다리로2길 24, 2층 (서교동)",나성타코 홍대점,192968.2904,449923.187,02-332-8180,수: 11:30 - 21:00; 목: 11:30 - 21:00; 금: 11:30 - 23:00; 토: 11:30 - 23:00; 일: 11:30 - 23:00; 월: 11:30 - 21:00; 화: 11:30 - 21:00,667,"['무선 인터넷', '포장', '배달']",,"[['""음식이 맛있어요""', 733], ['""친절해요""', 247], ['""특별한 메뉴가 있어요""', 203], ['""재료가 신선해요""', 200]]",[],"[[""알빠스또 타코"", 3900], [""까르네아사다 타코"", 4900], [""나성프라이즈"", 11900], [""나성나쵸"", 11900], [""퀘사디아"", 8900]]",기타
293,30.5,"서울특별시 마포구 와우산로29길 56-11 (서교동, 지1층 일부)",야키토리나루토 홍대,193509.8861,450470.5135,0507-1304-6835,수: 17:00 - 23:00; 목: 17:00 - 23:00; 금: 17:00 - 01:00; 토: 16:00 - 01:00; 일: 16:00 - 22:45; 월: 17:00 - 23:00; 화: 17:00 - 23:00,35,"['콜키지 가능', '예약', '단체 이용 가능', '무선 인터넷', '대기공간']",주차 불가,"[['""음식이 맛있어요""', 37], ['""친절해요""', 27], ['""특별한 메뉴가 있어요""', 13], ['""매장이 청결해요""', 12]]","['단체석', '1인석', '바테이블', '카운터석', '테라스']","[[""모모(다리살)"", 4100], [""네기마(파와 다리살)"", 4100], [""세세리(목살)"", 4100], [""카와(껍질)"", 3100], [""하츠(염통)"", 3400], [""난코츠(가슴연골)"", 3100], [""스나기모(근위)"", 3100], [""본지리(엉덩이살)"", 3100], [""오비(종아리살)"", 3400], [""히레(허벅지안쪽살)"", 3400], [""소리레스(골반살)"", 3400], [""아킬레스"", 3400], [""후리소대(어깨살)"", 3100], [""토리하라미(안창살)"", 3100]]",양식
294,34.86,"서울특별시 마포구 잔다리로 60, 1층동 (서교동)",시향,192666.6673,450115.6889,02-338-0723,수: 11:00 - 20:10; 목: 11:00 - 20:10; 금: 11:00 - 20:10; 토: 11:00 - 19:50; 일: 정기휴무 (매주 일요일); 월: 11:00 - 20:10; 화: 11:00 - 20:10,168,"['포장', '무선 인터넷', '예약', '단체 이용 가능']",주차 불가,"[['""음식이 맛있어요""', 170], ['""친절해요""', 47], ['""가성비가 좋아요""', 43], ['""재료가 신선해요""', 38]]",[],"[[""짜장면"", 6000], [""짬뽕"", 7000], [""볶음밥"", 7000], [""탕수육(소)"", 14000], [""깐풍기"", 27000]]",중식
295,91.22,"서울특별시 마포구 어울마당로 100-8 (서교동, 1,2층)",홍대 마포껍데기,193090.1353,450155.8321,0507-1446-1135,수: 17:00 - 23:30; 목: 17:00 - 23:30; 금: 17:00 - 23:30; 토: 17:00 - 23:30; 일: 정기휴무 (매주 일요일); 월: 17:00 - 23:30; 화: 17:00 - 23:30,116,"['예약', '단체 이용 가능', '무선 인터넷']",주차 불가,"[['""음식이 맛있어요""', 91], ['""고기 질이 좋아요""', 50], ['""친절해요""', 38], ['""가성비가 좋아요""', 26]]",[],"[[""A세트(2인분)"", 30000], [""B세트(2인분)"", 43000], [""C세트(2인분)"", 54000], [""벌집껍데기(150g)"", 9000], [""돼지막창(150g)"", 12000], [""주먹고기(150g)"", 12000], [""꼬들살(150g)"", 12000], [""뒷고기(150g)"", 12000], [""무뼈닭발(200g)"", 15000], [""삼겹살(150g)"", 13000], [""오돌뼈(150g)"", 12000], [""한우된장찌개"", 8000], [""껍데기볶음밥"", 6000], [""갈치속젖볶음밥"", 6000], [""된장찌개"", 8000], [""해장라면"", 5000], [""곰취육개장"", 8000], [""냉면(물/비빔)"", 6000]]",한식
296,44.73,"서울특별시 마포구 와우산로29길 4-13, 1층 (서교동)",림가기,193692.5169,450313.8823,02-3141-8808,수: 11:40 - 22:00; 목: 11:40 - 22:00; 금: 11:40 - 22:00; 토: 11:40 - 22:00; 일: 11:40 - 22:00; 월: 11:40 - 22:00; 화: 정기휴무 (매주 화요일),168,"['예약', '포장', '무선 인터넷', '배달']",,"[['""음식이 맛있어요""', 170], ['""친절해요""', 78], ['""특별한 메뉴가 있어요""', 67], ['""재료가 신선해요""', 36]]",[],"[[""오리 쌀국수"", 10800], [""차슈 쌀국수"", 10800], [""사천식 매콤탕면"", 10800], [""홍콩식 오리구이 (반마리)"", 38000], [""홍콩식 오리구이(한마리)"", 68000], [""새우 장분"", 9800], [""차슈 장분"", 9800], [""야채 장분"", 9800], [""홍콩식 림가차슈"", 45000]]",중식
297,79.2,"서울특별시 마포구 동교로12길 13 (서교동, 1층일부)",커피디지 합정점,192200.4037,450166.7792,0507-1432-8938,수: 08:00 - 22:00; 목: 08:00 - 22:00; 금: 08:00 - 22:00; 토: 08:00 - 20:00; 일: 08:00 - 20:00; 월: 08:00 - 22:00; 화: 08:00 - 22:00,78,['무선 인터넷'],,"[['""커피가 맛있어요""', 62], ['""친절해요""', 55], ['""가성비가 좋아요""', 40], ['""대화하기 좋아요""', 25]]",[],"[[""에스프레소(HOT)"", 2500], [""에스프레소(ICE)"", 3000], [""아메리카노(HOT)"", 2900], [""헤이즐넛 아메리카노(ICE)"", 4000], [""초코라떼(HOT)"", 3500]]",양식
298,32.4,"서울특별시 마포구 어울마당로 136-18, 101호 (서교동)",할머니가래떡볶이,193344.2558,450382.7553,02-335-0107,수: 11:00 - 22:30; 목: 11:00 - 22:30; 금: 11:00 - 22:30; 토: 11:00 - 22:30; 일: 11:00 - 22:00; 월: 정기휴무 (매주 월요일); 화: 11:00 - 22:30,104,"['포장', '방문접수/출장']",,"[['""음식이 맛있어요""', 178], ['""양이 많아요""', 44], ['""친절해요""', 32], ['""가성비가 좋아요""', 31]]",[],"[[""물쫄면"", null], [""남.김.모 세트"", null], [""남.순.모 세트"", null], [""남포동떡볶이"", null], [""남포동떡볶이+할머니통닭세트"", null], [""돈까스덮밥"", null], [""로제가래떡볶이"", null], [""마라떡볶이"", null], [""모듬튀김"", null], [""밀떡볶이"", null], [""새우떡강정"", null], [""어묵볶이"", null], [""오징어튀김"", null], [""우동볶이"", null], [""짜장떡볶이"", null], [""치킨덮밥"", null], [""할가떡튀김 세트"", null], [""할머니가래떡볶이"", null], [""할머니꼬마김밥"", null], [""모듬전"", null]]",양식
299,72.6,"서울특별시 마포구 잔다리로6길 34-12, 1층 (서교동)",타마고,193558.033,450297.1521,02-322-1910,수: 18:00 - 01:00; 목: 18:00 - 01:00; 금: 18:00 - 01:00; 토: 18:00 - 01:00; 일: 18:00 - 01:00; 월: 18:00 - 01:00; 화: 18:00 - 01:00,143,[],,"[['""음식이 맛있어요""', 161], ['""특별한 메뉴가 있어요""', 60], ['""친절해요""', 50], ['""재료가 신선해요""', 37]]",[],"[[""고베의소바메시"", 9500], [""카라아게"", 10000], [""야키소바"", 12000], [""대창볶음"", 21000], [""대창야키소바"", 17500], [""해물스페샬야키소바"", 15000], [""야키우동"", 12000], [""오므라이스"", 9000], [""굴튀김"", 8000], [""명란젓구이"", 7500]]",일식
300,85.2,"서울특별시 마포구 와우산로27길 79 (서교동, 2층)",춘리마라탕 홍대점,193247.0091,450376.312,,,309,[],,"[['""음식이 맛있어요""', 297], ['""재료가 신선해요""', 203], ['""양이 많아요""', 120], ['""가성비가 좋아요""', 105]]",[],[],한식
301,129.79,"서울특별시 마포구 와우산로18길 12 (서교동, 1층)",효봉포차,193190.0065,449828.095,,,124,[],,"[['""음식이 맛있어요""', 100], ['""특별한 메뉴가 있어요""', 58], ['""친절해요""', 39], ['""대화하기 좋아요""', 28]]",[],"[[""스지탕"", 21000], [""숭어탕수"", 22000], [""삼겹살계란볶음"", 14000], [""매운스지볶음"", 15000], [""채끝살 수비드"", 18000]]",한식
302,39.9,"서울특별시 마포구 월드컵북로5길 21 (서교동, 1층 일부)",미미방,192661.5565,450515.9701,,수: 11:00 - 01:00; 목: 11:00 - 01:00; 금: 11:00 - 01:00; 토: 11:00 - 02:00; 일: 11:00 - 02:00; 월: 11:00 - 01:00; 화: 11:00 - 01:00,79,[],,"[['""음식이 맛있어요""', 78], ['""가성비가 좋아요""', 39], ['""친절해요""', 34], ['""특별한 메뉴가 있어요""', 18]]",[],"[[""미미방 해물 미소라멘"", 8000], [""미미방 해물 미소라멘"", 8000], [""미미방 라멘"", 8000], [""미미방 라멘"", 8000], [""사케(생연어)동"", 7000], [""생 연어 사시미"", 19000], [""베이컨 숙주볶음"", 15000]]",일식
303,18,"서울특별시 마포구 잔다리로7안길 3 (서교동, 1층일부)",자성당,192620.5296,450073.7824,02-324-1707,,367,['예약'],,"[['""음식이 맛있어요""', 390], ['""특별한 메뉴가 있어요""', 128], ['""양이 많아요""', 93], ['""혼밥하기 좋아요""', 92]]",[],"[[""자성당 온쫄면"", 7000], [""어묵 온쫄면"", 7000], [""비빔 쫄면"", 7000], [""냉 쫄면"", 7000], [""떡볶이"", 5000], [""마약계란김밥"", 5000], [""순대"", 4500], [""모듬튀김"", 7000], [""튀김만두"", 5000]]",한식
304,72,"서울특별시 마포구 잔다리로6길 36 (서교동,동천빌딩 1층)",제주특별집,192967.8833,449999.1359,02-336-3888,수: 16:00 - 03:00; 목: 16:00 - 03:00; 금: 16:00 - 03:00; 토: 16:00 - 03:00; 일: 12:00 - 24:00; 월: 16:00 - 03:00; 화: 16:00 - 03:00,417,"['단체 이용 가능', '예약', '남/녀 화장실 구분', '대기공간']",주차 불가,"[['""음식이 맛있어요""', 396], ['""고기 질이 좋아요""', 384], ['""특별한 메뉴가 있어요""', 176], ['""인테리어가 멋져요""', 154]]",[],"[[""제주 특별세트(중/450g)"", 49000], [""제주 인기세트(중/450g)"", 54000], [""제주돼지 삼겹살(180g)"", 18000], [""제주돼지 목살 (180g)"", 18000], [""제주돼지 껍데기"", 9900], [""제주 특별세트(대/700g)"", 75000], [""추가 모듬 반접시(300g)"", 30000], [""꽃게 된장찌개"", 9900], [""도야지 김치찌개"", 9900], [""제주 청귤 막국수"", 6900], [""비빔 막국수"", 6900], [""들기름 막국수"", 6900], [""멸치 짜박이밥"", 5900], [""고사리 볶음밥"", 5900], [""특별집 토닉 하이볼"", 5900], [""상큼한 청귤 하이볼"", 5900], [""달콤한 청귤 츄하이(사와)"", 5900], [""새콤달콤 딸기 하이볼"", 5900], [""제주 인기세트(대/700g)"", 78000]]",한식
305,104.84,"서울특별시 마포구 와우산로23길 48 (서교동,지하1층)",비비리2,193189.1498,450296.9222,0507-1395-3568,수: 11:30 - 20:30; 목: 11:30 - 20:30; 금: 11:30 - 22:00; 토: 11:30 - 22:00; 일: 11:30 - 20:30; 월: 11:30 - 20:30; 화: 11:30 - 20:30,155,"['포장', '예약', '무선 인터넷', '단체 이용 가능']",,"[['""음식이 맛있어요""', 121], ['""재료가 신선해요""', 91], ['""양이 많아요""', 87], ['""가성비가 좋아요""', 87]]",[],"[[""비빔밥"", 9000]]",양식
306,72,"서울특별시 마포구 양화로6길 9 (서교동,지하1층)",마포소문난족발,192421.034,449682.107,0507-1343-2850,수: 11:00 - 23:00; 목: 11:00 - 23:00; 금: 11:00 - 23:00; 토: 11:00 - 23:00; 일: 정기휴무 (매주 일요일); 월: 11:00 - 23:00; 화: 11:00 - 23:00,271,[],,"[['""음식이 맛있어요""', 283], ['""양이 많아요""', 85], ['""가성비가 좋아요""', 71], ['""친절해요""', 69]]",[],"[[""기본순대국"", 10000], [""얼큰순대국"", 10000], [""우거지순대국"", 10000], [""김치순대국"", 10000], [""뼈해장국"", 10000], [""정식 (순대국/뼈해장국+한접시)"", 14000], [""왕족발 (앞발)"", 41000], [""왕족발 (뒷발)"", 37000], [""매운불족발"", 42000], [""굴쌈족발"", 49000], [""보쌈 (중)"", 35000], [""굴보쌈"", 49000], [""쟁반국수"", 10000], [""수육순대모듬"", 30000], [""순대 (소)"", 10000], [""술국"", 20000], [""감자탕"", 35000]]",한식
307,80.51,"서울특별시 마포구 양화로7길 6-12 (서교동, 삼이빌딩 1층)",스시겐,192474.2462,449932.2891,0507-1454-7843,수: 11:30 - 22:00; 목: 11:30 - 22:00; 금: 11:30 - 22:00; 토: 11:30 - 22:00; 일: 정기휴무 (매주 일요일); 월: 11:30 - 22:00; 화: 11:30 - 22:00,83,['예약'],주차 가능,"[['""음식이 맛있어요""', 75], ['""재료가 신선해요""', 51], ['""친절해요""', 33], ['""매장이 청결해요""', 31]]",[],"[[""모듬초밥(10ps)"", 25000], [""꽃초밥(지라시)"", 25000], [""모듬튀김"", 18000], [""진미회(소)"", 50000], [""1인 사시미"", 30000]]",일식
308,63,"서울특별시 마포구 독막로3길 24-11 (서교동, 지1층일부)",쿠시카츠 오지상,192648.1685,449656.4327,0507-1368-1573,수: 17:00 - 02:00; 목: 17:00 - 02:00; 금: 17:00 - 02:00; 토: 17:00 - 02:00; 일: 17:00 - 02:00; 화: 17:00 - 02:00,170,"['콜키지 가능', '비건 메뉴', '생일 혜택', '유기농 메뉴', '예약', '대기공간', '무선 인터넷']",유료 주차 가능,"[['""음식이 맛있어요""', 172], ['""친절해요""', 120], ['""특별한 메뉴가 있어요""', 87], ['""인테리어가 멋져요""', 65]]","['카운터석', '연인석', '바테이블', '1인석', '입식']","[[""4000쿠시"", 4000], [""3500쿠시"", 3500], [""3000쿠시"", 3000], [""2500쿠시"", 2500]]",한식
309,74.96,"서울특별시 마포구 와우산로23길 50 (서교동, 2층)",하카타나카,193189.5541,450309.6009,02-332-3207,수: 정기휴무 (매주 수요일); 목: 11:00 - 21:00; 금: 11:00 - 21:00; 토: 11:00 - 21:00; 일: 11:00 - 21:00; 월: 11:00 - 21:00; 화: 11:00 - 21:00,509,"['포장', '무선 인터넷']",,"[['""음식이 맛있어요""', 454], ['""특별한 메뉴가 있어요""', 202], ['""혼밥하기 좋아요""', 159], ['""친절해요""', 149]]",[],"[[""MR.다나카 정식"", 21800], [""치킨난반정식"", 15500], [""미소가지정식"", 17800], [""카라아게정식"", 15500], [""스테미나낫토정식"", 13500], [""자완무시"", 3800], [""돈지루"", 4000]]",한식
310,84.96,"서울특별시 마포구 홍익로3길 32 (서교동,1층)",노루목황소곱창,193001.8303,450093.8146,02-334-7891,수: 11:50 - 05:00; 목: 11:50 - 05:00; 금: 11:50 - 05:00; 토: 11:50 - 05:00; 일: 11:50 - 05:00; 월: 11:50 - 05:00; 화: 11:50 - 05:00,419,"['단체 이용 가능', '무선 인터넷']",주차 불가,"[['""음식이 맛있어요""', 340], ['""친절해요""', 164], ['""가성비가 좋아요""', 100], ['""매장이 넓어요""', 60]]",[],"[[""알곱창(200g)"", 19000], [""특대창(250g)"", 18000], [""양깃머리(200g)"", 18000], [""소곱창모둠한판(350g)"", 27900], [""양념막창(200g)"", 10900], [""순대곱창(200g)"", 9900], [""야채곱창(200g)"", 9900], [""양모둠(250g)"", 18000], [""소약창(200g)"", 18000], [""곱창모둠전골(2인)"", 28000]]",양식
311,107.1,"서울특별시 마포구 잔다리로 9, 1층 (서교동)",온달집,193035.4279,449815.6315,02-332-4936,수: 17:00 - 05:00; 목: 17:00 - 05:00; 금: 17:00 - 06:00; 토: 17:00 - 06:00; 일: 17:00 - 05:00; 월: 17:00 - 05:00; 화: 17:00 - 05:00,201,"['단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분', '배달', '포장']",,"[['""음식이 맛있어요""', 197], ['""친절해요""', 48], ['""특별한 메뉴가 있어요""', 37], ['""양이 많아요""', 27]]",[],"[[""닭다리살"", 13000], [""닭똥집"", 13000], [""꼼장어"", 14000], [""무뼈닭발"", 14000], [""치즈떡볶이"", 14000], [""간장마요밥"", 6000], [""심야우동"", 7000], [""심야오뎅탕"", 18000]]",양식
312,40.75,"서울특별시 마포구 와우산로15길 49, 1층 (서교동)",샤브로21 상수역,192943.9915,449600.9201,0507-1370-7614,수: 11:00 - 22:00; 목: 11:00 - 22:00; 금: 11:00 - 22:00; 토: 11:00 - 22:00; 일: 11:00 - 22:00; 월: 11:00 - 22:00; 화: 11:00 - 22:00,344,['무선 인터넷'],주차 불가,"[['""음식이 맛있어요""', 343], ['""재료가 신선해요""', 234], ['""가성비가 좋아요""', 194], ['""혼밥하기 좋아요""', 158]]","['바테이블', '1인석', '연인석']","[[""샤브로21 샤브샤브"", 7500], [""얼큰 샤브샤브"", 8500], [""마라 샤브샤브"", 8800], [""미소 샤브샤브"", 8500], [""포 샤브샤브"", 8500], [""반반 샤브샤브"", 9000]]",한식
313,72.21,"서울특별시 마포구 와우산로 91 (서교동, 1층)",르브와,193199.6066,450056.5894,02-6372-0660,수: 12:00 - 20:00; 목: 12:00 - 20:00; 금: 12:00 - 20:00; 토: 12:00 - 20:00; 일: 12:00 - 20:00; 월: 12:00 - 20:00; 화: 12:00 - 20:00,197,"['예약', '무선 인터넷']",주차 가능,"[['""품질이 좋아요""', 131], ['""종류가 다양해요""', 127], ['""친절해요""', 123], ['""가성비가 좋아요""', 106]]",[],[],한식
314,104.6,"서울특별시 마포구 월드컵북로 5 (서교동, 1층)",조선화로구이,192932.1037,450363.921,02-3143-1300,수: 11:30 - 24:00; 목: 11:30 - 24:00; 금: 11:30 - 24:00; 토: 11:30 - 24:00; 일: 정기휴무 (매주 일요일); 월: 11:30 - 24:00; 화: 11:30 - 24:00,391,"['예약', '단체 이용 가능', '포장', '무선 인터넷', '남/녀 화장실 구분', '배달', '출입구 휠체어 이용가능']",무료 주차 가능,"[['""음식이 맛있어요""', 384], ['""친절해요""', 166], ['""매장이 넓어요""', 83], ['""고기 질이 좋아요""', 82]]",[],"[[""생갈비살(양념)(130g)"", 27000], [""생등심(130g)"", 32000], [""제비추리(130g)"", 35000], [""토시살(130g)"", 38000], [""살치살(130g)"", 38000], [""안창살(100g)"", 40000], [""육회(200g)"", 25000], [""물냉면(후식)"", 5000], [""비빔냉면(후식)"", 5000], [""생오겹살(180g)"", 16000], [""생목살돼지양념(250g)"", 16000]]",한식
315,35.38,"서울특별시 마포구 동교로18길 37, 1층동 (서교동)",남북통일,192680.1689,450175.4552,02-3141-4113,수: 11:00 - 21:30; 목: 11:00 - 21:30; 금: 11:00 - 21:30; 토: 11:00 - 21:30; 일: 정기휴무 (매주 일요일); 월: 11:00 - 21:30; 화: 11:00 - 21:30,528,[],주차 가능,"[['""음식이 맛있어요""', 673], ['""양이 많아요""', 209], ['""특별한 메뉴가 있어요""', 167], ['""친절해요""', 138]]",[],"[[""평양만두국"", 10000], [""사골칼국수"", 10000], [""떡만두국"", 10000], [""칼만두국"", 10000], [""찐만두"", 10000], [""닭곰탕"", 10000], [""닭칼국수"", 10000], [""녹두빈대떡"", 10000], [""만두전골 (대)"", 40000], [""만두전골 (중)"", 30000], [""만두전골 (소)"", 20000]]",한식
316,53.28,"서울특별시 마포구 와우산로23길 35-3 (서교동,2층)",서교참치,193154.2418,450243.0789,0507-1415-3450,수: 15:30 - 24:00; 목: 15:30 - 24:00; 금: 15:30 - 24:00; 토: 15:30 - 24:00; 일: 15:30 - 24:00; 월: 정기휴무 (매주 월요일); 화: 15:30 - 24:00,190,"['콜키지 가능', '무한 리필', '예약', '포장', '무선 인터넷', '단체 이용 가능']",주차 불가,"[['""음식이 맛있어요""', 125], ['""재료가 신선해요""', 105], ['""친절해요""', 105], ['""가성비가 좋아요""', 70]]",[],"[[""기본(1인)"", 35000], [""특스페셜(1인)"", 45000], [""실장추천(1인)"", 65000], [""서교일품"", 85000], [""VIP"", 130000], [""참치초밥(12 피스)"", 17000], [""참치특초밥(12피스)"", 25000]]",한식
317,130.43,"서울특별시 마포구 독막로9길 31, SPACE 1층 (서교동)",카레시,192879.8793,449715.2428,0507-1310-6363,수: 12:00 - 21:00; 목: 12:00 - 21:00; 금: 12:00 - 21:00; 토: 12:00 - 21:00; 일: 12:00 - 21:00; 월: 정기휴무 (매주 월요일); 화: 12:00 - 21:00,971,[],,"[['""음식이 맛있어요""', 770], ['""특별한 메뉴가 있어요""', 341], ['""재료가 신선해요""', 304], ['""친절해요""', 188]]",[],"[[""야채 카레"", 10000], [""닭다리 카레"", 10000], [""해산물 카레"", 16000], [""새우스프카레"", 15000], [""야채+토리장기 카레"", 13000]]",기타
318,53.42,"서울특별시 마포구 잔다리로 126, 1층 101,102호 (서교동)",형제소머리국밥,192277.4035,450656.8899,02-322-9757,수: 08:30 - 22:00; 목: 08:30 - 22:00; 금: 08:30 - 22:00; 토: 08:30 - 22:00; 일: 정기휴무 (매주 일요일); 월: 08:30 - 22:00; 화: 08:30 - 22:00,173,[],,"[['""음식이 맛있어요""', 126], ['""가성비가 좋아요""', 41], ['""친절해요""', 38], ['""혼밥하기 좋아요""', 35]]",[],"[[""소머리국밥"", null], [""선지해장국"", null], [""스지탕"", null], [""스지수육"", null], [""콩국수"", null]]",한식
319,66.24,"서울특별시 마포구 양화로16길 15, 무광빌딩 1층 102호 (서교동)",우주집,192919.6411,450117.1677,0507-1446-9289,,33,"['콜키지 가능', '단체 이용 가능', '포장', '무선 인터넷', '남/녀 화장실 구분']",주차 불가,"[['""고기 질이 좋아요""', 32], ['""음식이 맛있어요""', 31], ['""특별한 메뉴가 있어요""', 14], ['""친절해요""', 10]]","['단체석', '입식']","[[""토시주물럭 (180g)"", 23000], [""토시살 (150g)"", 22000], [""소갈비살 (150g)"", 19000], [""양념갈비살 (150g)"", 19000], [""LA양념갈비 (250g)"", 25000]]",한식
320,141,"서울특별시 마포구 어울마당로 55, 3층 (서교동)",훼미리포차,192935.9907,449763.4847,02-3144-2080,,86,"['예약', '단체 이용 가능', '포장', '무선 인터넷', '남/녀 화장실 구분', '장애인 주차구역']",주차 불가,"[['""음식이 맛있어요""', 53], ['""가성비가 좋아요""', 33], ['""기본 안주가 좋아요""', 28], ['""친절해요""', 23]]",[],"[[""부대찌개"", 16800], [""해물백짬뽕"", 15800], [""치즈쏘야볶음"", 15800], [""오돌뼈주먹밥"", 14800], [""순살파닭"", 14800]]",양식
321,80.38,"서울특별시 마포구 어울마당로5길 7 (서교동,1층)",달봉비어,192862.608,449630.1488,0507-1403-6322,수: 16:00 - 02:00; 목: 16:00 - 02:00; 금: 16:00 - 03:00; 토: 16:00 - 03:00; 일: 16:00 - 02:00; 월: 16:00 - 02:00; 화: 16:00 - 02:00,133,"['무선 인터넷', '남/녀 화장실 구분', '단체 이용 가능', '반려동물 동반']",주차 불가,"[['""음식이 맛있어요""', 86], ['""가성비가 좋아요""', 79], ['""친절해요""', 56], ['""대화하기 좋아요""', 49]]",[],"[[""가아라게"", 14000], [""크리스피텐더"", 14000], [""국물떡볶이&모둠튀김"", 16000], [""치즈 프라이즈"", 13000], [""칠리미트 프라이즈"", 13000], [""황금먹태"", 16000], [""반건조 노가리"", 13000]]",일식
322,36,"서울특별시 마포구 월드컵북로7길 11 (서교동,1층)",네네치킨 서교점,192617.2652,450646.3182,02-322-7339,,43,"['예약', '포장', '배달']",,"[['""음식이 맛있어요""', 24], ['""친절해요""', 10], ['""재료가 신선해요""', 8], ['""가성비가 좋아요""', 3]]",[],"[[""네네마늘치킨"", 22000], [""핫블링치킨"", 22000], [""크리미언치킨"", 22000], [""청양마요치킨"", 22000], [""스노윙MAXX"", 23000], [""닭날개(12개)"", 23000], [""닭다리(10개)"", 19000], [""레드마블치킨"", 22000], [""레드마요치킨"", 22000], [""매콤치즈스노윙"", 22000], [""소이갈릭치킨"", 22000], [""양념반+후라이드반"", 20000], [""어니언스노윙"", 22000], [""오리엔탈파닭"", 22000], [""윙봉(24개)"", 23000], [""청양마요치킨"", 22000], [""치즈스노윙"", 22000], [""코찡마요치킨"", 22000], [""핫후라이드"", 20000], [""후라이드"", 19000]]",양식
323,47,"서울특별시 마포구 잔다리로6길 34-9, 1층 (서교동)",돈주는남자,192958.249,449967.6095,0507-1359-0499,수: 13:00 - 23:00; 목: 13:00 - 23:00; 금: 13:00 - 23:00; 토: 12:00 - 23:00; 일: 12:00 - 23:00; 월: 13:00 - 23:00; 화: 13:00 - 23:00,330,"['예약', '단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분']",,"[['""음식이 맛있어요""', 256], ['""친절해요""', 139], ['""재료가 신선해요""', 90], ['""양이 많아요""', 70]]",[],"[[""제주 연탄 초벌 근고기 (600g)"", 51000], [""제주 생오겹살 (200g)"", 17000], [""제주 생 목살 (200g)"", 17000], [""제주 생 갈매기살 (150g)"", 17000], [""제주 생 가브리살 (150g)"", 17000], [""된장찌개"", 4000], [""돼지김치찌개 (대)"", 6000], [""해장라면"", 3000]]",한식
324,28.86,"서울특별시 마포구 동교로 126 (서교동, 광남벨라스 1층 106호)",마츠에라멘,192526.3149,450277.4283,02-323-6877,수: 11:30 - 23:00; 목: 11:30 - 23:00; 금: 11:30 - 23:00; 토: 11:30 - 23:00; 일: 정기휴무 (매주 일요일); 월: 11:30 - 23:00; 화: 11:30 - 23:00,90,[],,"[['""음식이 맛있어요""', 110], ['""혼밥하기 좋아요""', 31], ['""재료가 신선해요""', 29], ['""친절해요""', 28]]",[],"[[""마츠에 라멘"", 7500], [""하라 라멘"", 9000], [""도쿠마츠 라멘"", 11000], [""매운 시지미 라멘"", 9000], [""차슈 덮밥"", 10000], [""시지미 라멘"", 8000], [""치킨동"", 8000], [""장어덮밥"", 10000]]",일식
