지번주소,사업장명,Processed,메뉴
서울특별시 마포구 서교동 447-7,대서리,Yes,"[['육회(200g)', 23000], ['오꼬노미계란찜', 8000], ['열무냉국수', 6000], ['김치찌개', 7000], ['된장술밥', 7000], ['테라', 6000], ['비빔열무국수', 6000], ['치즈볶음밥', 8000], ['대서리모듬(450g).', 51000], ['태극살(150g)', 20000], ['삼겹살(150g)', 17000], ['목살(150g)', 17000], ['얇은삼겹살(150g)', 17000], ['짜계치', 5000], ['통수육 쌈치찌개 정식', 12000], ['한우사골 설렁탕', 10000], ['돼지불고기', 13000], ['뚝배기 제육볶음', 11000], ['계란말이', 8000]]"
서울특별시 마포구 서교동 327-45,데이원,Yes,"[['딸기 라떼', 6500]]"
서울특별시 마포구 서교동 369-4,추파,,
서울특별시 마포구 서교동 363-11,슈퍼방구 홍대점,Yes,"[['엄마가해준삼겹김치찌개', 17000], ['강냉이턴매콤오돌뼈', 17000], ['큰손 두부김치', 15000], ['황도화채', 14000], ['옛날빙수(feat.캔모아)', 15000]]"
서울특별시 마포구 서교동 332-8,만휘군상,Yes,"[['그릴드포크', 27000], ['명태튀김 깽쏨소스', 30000], ['고노와다 파스타', 19000], ['돼지부속 탕수육', 19000], ['김짬뽕', 25000], ['닭무침', 21000], ['한치 물회', 21000], ['닭전골', 24000], ['멕시코식 라구파스타', 19000], ['돼지고기 장조림과 메쉬포테이토', 19000], ['한치 통찜', 26000], ['새우튀김 코코넛크림커리', 24000]]"
서울특별시 마포구 서교동 336-5,언플러그드,Yes,"[['아메리카노', 5000], ['카페라떼', 6000], ['초코라떼', 6000], ['딸기라떼', 6900], ['체리 히비스커스', 5000], ['유자차', 5000], ['아이스크림 크로플', 7000], ['버드와이저', 6000], ['호가든', 6000], ['코젤다크', 8000]]"
서울특별시 마포구 서교동 401-17,무제,Yes,"[['사시미 모리아와세', 39000], ['메로구이', 26000], ['에비후라이', 8000], ['코보레 스시', 27000], ['나폴리탄', 16000], ['바질 바지락찜', 14000], ['닭구이', 14000], ['세세리', 16000], ['건 표고 튀김', 11000], ['이소베마끼', 22000], ['팥양갱', 6000], ['네기도로 타베루', 21000], ['우니', 70000], ['전복 내장 파스타', 24000], ['토마토스튜', 19000], ['치킨 가라아게', 14000], ['가지 튀김', 11000]]"
서울특별시 마포구 서교동 395-28,선비다이닝,Yes,"[['치즈감자채전', 7000], ['불잡채와납작만두', 11000], ['해물떡라면', 8000], ['김치전', 7000], ['떡구이', 5000]]"
서울특별시 마포구 서교동 395-13,솥돈 홍대점,Yes,"[['솥돈 삼겹살', 16000], ['솥돈 목살', 16000], ['솥 김치칼국수', 8000], ['솥 김치알밥', 4000]]"
서울특별시 마포구 서교동 334-23,밍키친,Yes,"[['미나리 초무침', 16000], ['갓김치 파스타', 16500], ['갈치속젓 오일 파스타', 16500], ['차돌된장 (술) 찌개', 18000], ['바지락 술찜', 16000], ['해장짬뽕라면', 8500], ['볶음김치전', 8500], ['김치커리계란말이', 14500], ['치즈김치볶음밥', 8000], ['파닭전', 16000], ['치즈구이&차돌육전', 17000], ['닭치찌개', 18000], ['타이소스수육냉채', 19500], ['부채살큐브야채볶음', 19000], ['아이스요거트&아이스크림', 13000], ['중국식오이탕탕이', 8500]]"
서울특별시 마포구 서교동 407-20,불간짬뽕,Yes,"[['간짬뽕(1,2,3단)', 12000], ['소고기해물짬뽕(일반,매운)', 12000], ['유니짜장', 8000], ['탕수육(소)', 17000], ['탕수육(중)', 22000], ['탕수육(대)', 27000], ['반만두', 5000], ['군만두', 8000], ['세트1 짜장+짬뽕(선택가능1)+탕수육(소)', 35000], ['세트2 짜장+짬뽕(선택가능1)+탕수육(중)', 40000], ['세트3 짬뽕(선택가능1)+짬뽕(선택가능1)+탕수육(소)', 39000], ['세트4 짬뽕(선택가능1)+짬뽕(선택가능1)+탕수육(중)', 44000]]"
서울특별시 마포구 서교동 464-62,우미토부,Yes,"[['아지후라이정식', 13000], ['아지에비타마동', 12000], ['아지MIX후라이정식', 15000], ['아지사케후라이정식', 12000], ['사케동', 16000], ['치킨가라아게정식', 11000], ['아지사시미동', 12000], ['아지에비후라이정식', 12000], ['아지에지타마돈부리', 12000]]"
서울특별시 마포구 서교동 449-26,소담촌,Yes,"[['월남쌈해물샤브정식', 19000], ['명품한우샤브정식', 19000], ['월남쌈버섯샤브', 21900], ['월남쌈명품한우샤브', 24500], ['월남쌈와규샤브정식', 16000], ['월남쌈샤브정식', 14900], ['월남쌈샤브', 16900], ['월남쌈와규샤브', 21000], ['월남쌈스페셜샤브', 26000], ['우삼겹구이&샤브', 20000], ['돈삼겹구이&샤브', 21000], ['와규구이&샤브', 22900], ['월남쌈버섯샤브정식', 16500], ['주먹밥(소불고기,간장버터치즈,참치마요)', 2500], ['떡볶이', 5000]]"
서울특별시 마포구 서교동 334-13,타코베이커,Yes,"[['베이커타코', 6500], ['대파타코', 7500], ['치즈타코', 7500], ['치폴레타코', 7500]]"
서울특별시 마포구 서교동 395-29,주락간,Yes,"[['민물새우가득한 얼큰 매운탕', 20000], ['수비드로 조리한 항정살 제철나물무침', 22000], ['시나몬 크런치 토스트', 8900], ['김치메밀전병', 8900], ['꿀고구마튀김', 8900], ['주문즉시 튀긴 김부각', 8900], ['고기가득 시장국물떡볶이', 14000], ['우삼겹알배추찜', 15000], ['고기가득 한장 계란육전', 18000], ['포두부김치쌈', 19000], ['<당일배송> 바지락술찜', 21000], ['매콤한 알곤이비빔칼국수', 21000], ['매콤한 낙지볶음with(고수or깻잎)', 22000], ['100%닭다리살 순살 닭볶음탕', 26000], ['매일삶는 아롱사태 샤브샤브', 28000], ['고기넣고 만든 강된장 비빔밥', 8000], ['웰컴 식전주 무료', None]]"
서울특별시 마포구 서교동 487,우리동네연탄고기,,
서울특별시 마포구 서교동 401-17,주도,Yes,"[['항정 & 바지락 술찜', 33000], ['한우 아보카도 육회', 26000], ['한우 육사시미 플레이트', 24000], ['수비드 냉 제육', 25000], ['빼쉐', 26000], ['빠네 로제 떡볶이', 23000], ['닭 목살 구이', 23000], ['화끈 불 돼지꼬랑지', 25000], ['추억의 경양식 왕 돈까스', 21000], ['주도 해장 라면', 7000], ['트러플 짜파게티', 9000], ['통새우 미나리전', 19000], ['주도 항정 수육', 26000], ['주도 반반 수육', 28000], ['삼겹 & 바지락 술찜', 31000]]"
서울특별시 마포구 서교동 464-28,나스 서교,Yes,"[['2인사시미', 34000], ['고등어봉초밥', 28000]]"
서울특별시 마포구 서교동 399-26,불막열삼 합정점,Yes,"[['냉삼겹', None], ['무뼈불닭발', None], ['땡초라면', None], ['우삼겹 된장찌개', None], ['소곱창전골', None], ['우삼겹', None], ['파막창', None], ['소곱창', None], ['소대창', None], ['생막창', None], ['불막창', None], ['소막창', None], ['꼬들살', None], ['생삼겹', None], ['왕갈비', None], ['흑미쌀냉면', None], ['계란찜', None], ['돼지껍데기', None]]"
서울특별시 마포구 서교동 351-1,육전국밥 서교점,Yes,"[['육전소고기국밥', 10000], ['소고기국밥', 9000]]"
서울특별시 마포구 서교동 378-2,오성국수,Yes,"[['멸치국수', 6500], ['멸고국수', 8500], ['소불고기비빔국수', 10000], ['비빔국수', 7500], ['고기비빔국수', 9500], ['크래미김밥', 3500], ['매콤어묵국수', 7500], ['참치김밥', 3500], ['일미김밥', 3500], ['불고기김밥', 4500], ['고기만두', 4000], ['미니고기덮밥', 4500]]"
서울특별시 마포구 서교동 411-7,이크,Yes,"[['야키토리 5종', 17000], ['야키토리 7종', 23000]]"
서울특별시 마포구 서교동 363-19,무제 홍대점,Yes,"[['묵은지 들기름 냉 파스타', 9000], ['소고기 토마토 스튜', 19000], ['비스큐 (새우) 오일 파스타', 12000], ['갈릭 쉬림프 라이스', 10000], ['냉 보쌈', 16000], ['갈빗살구이', 18000], ['국물 해물 떡볶이', 17000], ['가라유린기', 16000], ['감바스', 16000], ['치즈 폭탄 나쵸쓰', 10900], ['무제 스크렘블 에그', 10900], ['파인샤베트', 8000], ['스지탕', 19000], ['해물꽃게탕', 21000], ['연어샐러드', 14000], ['가라아게', 13000]]"
서울특별시 마포구 서교동 404-6,톤토로,Yes,"[['톤토로(항정살)', 3000], ['목살', 3500], ['꼬들살', 3800], ['뽈살', 3500], ['톤츠쿠네', 4000], ['닭날개', 3500], ['닭목살', 2500], ['닭염통', 1500], ['톤스키야키', 15500], ['흑후추오돌튀김', 9000], ['연유치즈토마토', 4500]]"
서울특별시 마포구 서교동 337-16,돼동여지도,Yes,"[['냉동삼겹살', 10900], ['차돌박이', 13900]]"
서울특별시 마포구 서교동 331-8,홍대하녹,Yes,"[['흑임자 찹쌀떡', 1500], ['아몬드 찹쌀떡', 1500], ['호박 찹쌀떡', 1500], ['바나나 찹쌀떡', 1500], ['쑥 찹쌀떡', 2000], ['오리지널 찹쌀떡', 2000], ['카스테라 찹쌀떡', 3000], ['돼지바 찹쌀떡', 3000], ['백년초 찹쌀떡', 3000], ['오메기떡', 3000], ['인절미 크림떡', 3000]]"
서울특별시 마포구 서교동 400-13,목벌,,
서울특별시 마포구 서교동 394-75,안목가돈,Yes,"[['돼지한판(500g)', 50000], ['삼각살(150g) *한정판매*', 16000], ['가브리살(150g)', 16000], ['꼬들살(150g)', 16000], ['오겹살(150g)', 16000], ['치즈계란찜', 5000], ['파김치볶음밥', 6000], ['꽃게된장찌개', 6000], ['김치말이국수', 7000], ['차돌된장국수', 8000]]"
서울특별시 마포구 서교동 369-3,홍대맛집 해삼,Yes,"[['제육볶음', 10900], ['치즈제육', 10900], ['김치제육', 10900], ['제육돌솥', 10900], ['오징어&삼겹살', 13000], ['LA갈비', 27000], ['해장국', 10900], ['소불고기(달콤) (2인분 이상)', 13900], ['돼재불고기(매콤) (2인분 이상)', 11900]]"
서울특별시 마포구 서교동 481-15,담택,Yes,"[['시오라멘', 9500], ['유즈시오라멘', 10500], ['레몬시오라멘', 10500], ['와사비시오라멘', 11500], ['새우시오라멘', 11500], ['목살추가', 2500], ['삼겹살추가', 3000], ['계란추가', 1500], ['버터추가', 2500], ['에비시오라멘', 11500], ['히야시탄탄멘', 12000]]"
서울특별시 마포구 서교동 445-3 아도디아빌딩,스시이안앤 홍대입구역점,Yes,"[['회전초밥 전문점 전시당 균일가', 1990]]"
서울특별시 마포구 서교동 396-47,오로시,Yes,"[['고등어 봉초밥', 25000], ['숙성 대방어 사시미 (2인)', 49000], ['오늘의 사시미 (2인)', 31000], ['왕새우 후토마끼 (5p)', 19000], ['고등어 이소베 마끼', 19000], ['항정살 간장조림', 23000], ['카다이프 새우튀김 (5p)', 19000], ['치킨 난반', 17000], ['오뎅 덴뿌라', 12000], ['차돌 우동 샐러드', 18000], ['오뎅 나베', 20000], ['바지락 술찜', 19000], ['나가사키 짬뽕', 21000], ['포테토 사라다', 9900]]"
서울특별시 마포구 서교동 396-44,한라맥주 합정점,Yes,"[['수제닭다리살튀김', 13500], ['크림파스타', 12500], ['30cm치즈롤카츠', 10000], ['돈코츠수제비만두', 10900], ['청양크림파스타', 12500], ['목살스테이크', 13900], ['김치우동', 10500], ['얼큰짬뽕탕', 12500], ['얼큰조개탕', 9900], ['나가사끼짬뽕탕', 12500], ['오뎅탕', 9900], ['육포', 9900], ['오징어입', 8900], ['가문어통족', 9900], ['한치', 9900], ['버터구이오징어', 9900], ['바베큐오징어', 9900], ['반건조오징어', 11500], ['튀김쥐포', 4000], ['참쥐포', 7500], ['먹태', 14500]]"
서울특별시 마포구 서교동 400-3,바코주막,Yes,"[['메뉴', None]]"
서울특별시 마포구 서교동 494,구복만두 홍대합정본사직영점,,
서울특별시 마포구 서교동 483-35,오므상칼칼데스 합정본점,Yes,"[['오므상 하이볼', 7500], ['돈카츠 오므카레', 12900], ['함박 오므카레', 12900], ['스테이크 오므카레', 16900], ['이태리 오므카레', 14500], ['모둠튀김 오므카레', 13900], ['가라아게 오므카레', 12500], ['레몬소바', 8500], ['새우튀김 우동', 7500], ['오므 크림 파스타', 14000], ['돈카츠 정식', 12900], ['치즈돈카츠 정식', 15900], ['함박 정식', 14500], ['스테키동', 14900], ['한입 스테이크', 9500], ['김치교자튀김', 4900], ['버터갈릭 감자튀김', 4900], ['오므상 시그니처 세트', 34500], ['미트 러버스 함박 오븐카레', 19000], ['미트 러버스 스테이크 오븐카레', 23000]]"
서울특별시 마포구 서교동 328-39,도란도란,Yes,"[['타코야끼 만들기(2인)', 30000], ['타코야끼 만들기(3인)', 40000], ['메론소다', 4500], ['크림소다', 4500], ['아메리카노', 3000], ['카페라떼', 3500], ['콜라', 3000]]"
서울특별시 마포구 서교동 411-9,록집,Yes,"[['록라떼', 6500], ['집라떼', 6500], ['파이3종', 4000], ['애플에이드', 6500], ['피치에이드', 6500], ['리치커렌트릴렉서', 6500]]"
서울특별시 마포구 서교동 325-7,재지패티,Yes,"[['치즈 도프', 11900], ['할라피뇨 밤', 12900], ['초코 케이크 쉐이크', 11900]]"
서울특별시 마포구 서교동 441-4,역전우동0410 망원역점,Yes,"[['옛날우동', 4500]]"
서울특별시 마포구 서교동 400-13,이자카야 고도리,Yes,"[['가쓰오우동', 9000], ['고기우동', 12000], ['부타동', 9000], ['규동', 11000], ['카라아게동', 11000], ['오야코동', 12000], ['육즙가득카라아게', 10000], ['매콤달콤 깐풍 카라아게', 13000], ['꾸덕뚜덕 풍미 크림 카라아게', 14000], ['바삭바삭 닭껍질 카라아게', 10000], ['닭 다리살 데리야끼', 13000], ['닭 다리살 소금구이', 13000], ['나라타마(부추계란볶음)', 10000], ['아게다시 도후(4개)(두부튀김)', 10000], ['나스야끼(가지구이)', 12000], ['쇼가야끼(돼지고기생강구이)', 13000], ['돼지고기 숙주 볶음', 12000], ['우삼겹 숙주볶음', 13000], ['토마토 모짜렐라 카프레제', 15000], ['오뎅탕', 15000], ['나가사키 짬뽕', 18000]]"
서울특별시 마포구 서교동 376-2,카가와,Yes,"[['뚝배기직화소고기숙주우동', 12900], ['모리아와세텐푸라냉/온우동', 13000], ['우엉튀김우동', 10000], ['등심카츠정식', 12000], ['안심카츠정식', 13000], ['모듬카츠정식', 13000], ['카케우동', 8000], ['붓카케우동', 8000], ['니꾸카레밥', 11000], ['돈카츠카레밥', 12000], ['모리아와세모듬텐푸라튀김', 6000], ['감태유부초밥(2pc)', 3000], ['니꾸추가', 2500], ['유부추가', 1500], ['온센타마고추가', 1000], ['한잔맥주', 2500]]"
서울특별시 마포구 서교동 338-46,면식당 홍익대점,Yes,"[['돈코츠라멘', 8400], ['매운돈코츠라멘', 8900], ['쇼유라멘', 7900], ['에비돈코츠라멘', 10400], ['큰부타동', 8500], ['큰김치부타동', 8900], ['마제소밥(면대신밥)', 8500], ['마제소바', 9400], ['카제소바', 10000], ['냉소바 (계절메뉴)', 8500], ['판소바', 8400], ['김치마제소바', 10000], ['샤브쌀국수', 8900], ['매운샤브쌀국수', 9500], ['수제등심카츠', 10500], ['매운파돈카츠', 11500], ['더블체다카츠', 11900], ['반반카츠', 11900], ['모짜치즈카츠', 12500], ['매콤카레카츠', 13500]]"
서울특별시 마포구 서교동 442-1,서부청기와감자탕 망원역점,Yes,"[['감자탕(소)', 36000], ['뼈해장국', 10000]]"
서울특별시 마포구 서교동 332-5,멘타쿠,Yes,"[['기본츠케멘', 10500], ['매운츠케멘', 11000], ['들깨 츠케멘', 11500], ['매운들깨츠케멘', 12000]]"
서울특별시 마포구 서교동 494,온복비빔국수,,
서울특별시 마포구 서교동 368-40,잔향,Yes,"[['치즈김치전', None], ['두부김치', None]]"
서울특별시 마포구 서교동 346-41,태초갈비,Yes,"[['한우갈비살(1인분)', 38000], ['우대갈비(최소주문2인분)', 73000], ['한우육회비빔밥', 8000], ['육회물냉면', 8000], ['육회비빔냉면', 8000], ['육회빙수', 19000]]"
서울특별시 마포구 서교동 356-1,프레퍼스 다이어트 푸드 홍대직영점,,
서울특별시 마포구 서교동 334-18,헬로팬 홍대점,Yes,[]
서울특별시 마포구 서교동 403-14,에이셉피자 홍대점,Yes,"[['에이셉 (싱글)', 14900], ['코리안 플레이버 (싱글)', 16900], ['더블 페퍼로니 (싱글)', 15900], ['핫 치킨 크림 (싱글)', 15900], ['치즈 (싱글)', 12900], ['하와이안 (싱글)', 15900], ['스위트 고구마 (싱글)', 15900], ['베이컨 체다 (싱글)', 15900], ['베이컨 포테이토 (싱글)', 16900], ['불고기 (싱글)', 16900], ['오리지널 (싱글)', 17900], ['버팔로 윙 (9조각)', 12000], ['버팔로스틱 (9조각)', 12000], ['치킨텐더 (9조각)', 12000], ['새우링 (9조각)', 13000], ['감자튀김', 5000], ['오지치즈감자튀김', 9000], ['나쵸', 5000], ['토마토 / 크림 스파게티', 9000], ['토마토 / 크림 리조또', 9000], ['우유빙수', 13900]]"
