지번주소,사업장명,Processed,메뉴
서울특별시 마포구 서교동 395-124번지 ,이치류,Yes,"[['특 양고기 생살칫살 (150g)', 26000], ['양고기 생등심 (150g)', 24000], ['고급 생양갈비 (200g)', 28000], ['이치류 오뎅탕', 20000]]"
서울특별시 마포구 서교동 326-28번지 ,턴테이블,Yes,"[['Tt 시그니처 커피', 7000], ['파티오 (HOT)', 6000], ['블러섬 (HOT)', 6000], ['골드브루 (HOT)', 6000], ['밀크티', 6000], ['코코아', 6000], ['레몬에이드', 6500], ['피치민트에이드', 6500], ['말차파운드케이크', 4500], ['촉촉브라우니', 6000], ['바스크치즈케이크', 7000]]"
서울특별시 마포구 서교동 481-5,평이담백 뼈칼국수,Yes,"[['뼈칼국수', 11500], ['비빔칼국수', 11000], ['고기부추만두(5개)', 6000]]"
서울특별시 마포구 서교동 407-8,고고스,,
서울특별시 마포구 서교동 486번지,봉대박스파게티 홍대점,,
서울특별시 마포구 서교동 396-24번지 ,든든,Yes,"[['음식', None], ['음식', None], ['전통주', None], ['증루즌', None], ['증루주', None], ['증류주', None], ['주류', None]]"
서울특별시 마포구 서교동 366-13번지 2층 ,소고산제일루,Yes,"[['부추만두', 6500], ['궈바로우', 18000], ['마라탕', 16000], ['마라면', 8000], ['양꼬치 (8EA)', 12000]]"
서울특별시 마포구 서교동 361-3,닭꼬얌,Yes,"[['닭쌈밥 (1인분)', 8000], ['불고기닭쌈밥 (1인분)', 8000], ['고바비 (1인분)', 12000], ['닭쌈 (디너메뉴)', 18000], ['불고기갉쌈 (디너메뉴)', 18000]]"
서울특별시 마포구 서교동 399-24,고수포차 본점,Yes,"[['김치우동', 25000], ['얼큰차돌박이탕', 25000], ['로제해물짬봉탕', 25000], ['하얀고기짬뽕', 25000], ['김치찌개', 25000], ['오뎅탕', 25000], ['순살마늘치킨', 23000], ['순살양념치킨', 23000], ['순살화이트치킨', 23000], ['순살간장치킨', 23000], ['순살후라이드치킨', 23000], ['모듬감자튀김', 18000]]"
서울특별시 마포구 서교동 367-1 2층,나성타코 홍대점,Yes,"[['알빠스또 타코', 3900], ['까르네아사다 타코', 4900], ['나성프라이즈', 11900], ['나성나쵸', 11900], ['퀘사디아', 8900]]"
서울특별시 마포구 서교동 330-26,야키토리나루토 홍대,Yes,"[['모모(다리살)', 4100], ['네기마(파와 다리살)', 4100], ['세세리(목살)', 4100], ['카와(껍질)', 3100], ['하츠(염통)', 3400], ['난코츠(가슴연골)', 3100], ['스나기모(근위)', 3100], ['본지리(엉덩이살)', 3100], ['오비(종아리살)', 3400], ['히레(허벅지안쪽살)', 3400], ['소리레스(골반살)', 3400], ['아킬레스', 3400], ['후리소대(어깨살)', 3100], ['토리하라미(안창살)', 3100]]"
서울특별시 마포구 서교동 376-5번지,시향,Yes,"[['짜장면', 6000], ['짬뽕', 7000], ['볶음밥', 7000], ['탕수육(소)', 14000], ['깐풍기', 27000]]"
서울특별시 마포구 서교동 358-62번지,홍대 마포껍데기,,
서울특별시 마포구 서교동 327-45번지,림가기,Yes,"[['오리 쌀국수', 10800], ['차슈 쌀국수', 10800], ['사천식 매콤탕면', 10800], ['홍콩식 오리구이 (반마리)', 38000], ['홍콩식 오리구이(한마리)', 68000], ['새우 장분', 9800], ['차슈 장분', 9800], ['야채 장분', 9800], ['홍콩식 림가차슈', 45000]]"
서울특별시 마포구 서교동 485-1,커피디지 합정점,Yes,"[['에스프레소(HOT)', 2500], ['에스프레소(ICE)', 3000], ['아메리카노(HOT)', 2900], ['헤이즐넛 아메리카노(ICE)', 4000], ['초코라떼(HOT)', 3500]]"
서울특별시 마포구 서교동 347-9 101호,할머니가래떡볶이,Yes,"[['물쫄면', None], ['남.김.모 세트', None], ['남.순.모 세트', None], ['남포동떡볶이', None], ['남포동떡볶이+할머니통닭세트', None], ['돈까스덮밥', None], ['로제가래떡볶이', None], ['마라떡볶이', None], ['모듬튀김', None], ['밀떡볶이', None], ['새우떡강정', None], ['어묵볶이', None], ['오징어튀김', None], ['우동볶이', None], ['짜장떡볶이', None], ['치킨덮밥', None], ['할가떡튀김 세트', None], ['할머니가래떡볶이', None], ['할머니꼬마김밥', None], ['모듬전', None]]"
서울특별시 마포구 서교동 366-26,타마고,Yes,"[['고베의소바메시', 9500], ['카라아게', 10000], ['야키소바', 12000], ['대창볶음', 21000], ['대창야키소바', 17500], ['해물스페샬야키소바', 15000], ['야키우동', 12000], ['오므라이스', 9000], ['굴튀김', 8000], ['명란젓구이', 7500]]"
서울특별시 마포구 서교동 346-2,춘리마라탕 홍대점,Yes,[]
서울특별시 마포구 서교동 360-21 ,효봉포차,Yes,"[['스지탕', 21000], ['숭어탕수', 22000], ['삼겹살계란볶음', 14000], ['매운스지볶음', 15000], ['채끝살 수비드', 18000]]"
서울특별시 마포구 서교동 448-1번지 ,미미방,Yes,"[['미미방 해물 미소라멘', 8000], ['미미방 해물 미소라멘', 8000], ['미미방 라멘', 8000], ['미미방 라멘', 8000], ['사케(생연어)동', 7000], ['생 연어 사시미', 19000], ['베이컨 숙주볶음', 15000]]"
서울특별시 마포구 서교동 378-1번지,자성당,Yes,"[['자성당 온쫄면', 7000], ['어묵 온쫄면', 7000], ['비빔 쫄면', 7000], ['냉 쫄면', 7000], ['떡볶이', 5000], ['마약계란김밥', 5000], ['순대', 4500], ['모듬튀김', 7000], ['튀김만두', 5000]]"
서울특별시 마포구 서교동 370-31번지 ,이모네,Yes,"[['닭도리탕 (소)', 25000], ['감자탕', 25000], ['꼬막데침', 20000], ['감자전', 10000], ['계란말이', 10000], ['닭볶음탕', 9000]]"
서울특별시 마포구 서교동 366-1,제주특별집,Yes,"[['제주 특별세트(중/450g)', 49000], ['제주 인기세트(중/450g)', 54000], ['제주돼지 삼겹살(180g)', 18000], ['제주돼지 목살 (180g)', 18000], ['제주돼지 껍데기', 9900], ['제주 특별세트(대/700g)', 75000], ['추가 모듬 반접시(300g)', 30000], ['꽃게 된장찌개', 9900], ['도야지 김치찌개', 9900], ['제주 청귤 막국수', 6900], ['비빔 막국수', 6900], ['들기름 막국수', 6900], ['멸치 짜박이밥', 5900], ['고사리 볶음밥', 5900], ['특별집 토닉 하이볼', 5900], ['상큼한 청귤 하이볼', 5900], ['달콤한 청귤 츄하이(사와)', 5900], ['새콤달콤 딸기 하이볼', 5900], ['제주 인기세트(대/700g)', 78000]]"
서울특별시 마포구 서교동 346-34 지하1층,비비리2,Yes,"[['비빔밥', 9000]]"
서울특별시 마포구 서교동 394-57번지,마포소문난족발,Yes,"[['기본순대국', 10000], ['얼큰순대국', 10000], ['우거지순대국', 10000], ['김치순대국', 10000], ['뼈해장국', 10000], ['정식 (순대국/뼈해장국+한접시)', 14000], ['왕족발 (앞발)', 41000], ['왕족발 (뒷발)', 37000], ['매운불족발', 42000], ['굴쌈족발', 49000], ['보쌈 (중)', 35000], ['굴보쌈', 49000], ['쟁반국수', 10000], ['수육순대모듬', 30000], ['순대 (소)', 10000], ['술국', 20000], ['감자탕', 35000]]"
서울특별시 마포구 서교동 392-32번지,스시겐,Yes,"[['모듬초밥(10ps)', 25000], ['꽃초밥(지라시)', 25000], ['모듬튀김', 18000], ['진미회(소)', 50000], ['1인 사시미', 30000]]"
서울특별시 마포구 서교동 396-21,쿠시카츠 오지상,Yes,"[['4000쿠시', 4000], ['3500쿠시', 3500], ['3000쿠시', 3000], ['2500쿠시', 2500]]"
서울특별시 마포구 서교동 346-36번지 ,하카타나카,Yes,"[['MR.다나카 정식', 21800], ['치킨난반정식', 15500], ['미소가지정식', 17800], ['카라아게정식', 15500], ['스테미나낫토정식', 13500], ['자완무시', 3800], ['돈지루', 4000]]"
서울특별시 마포구 서교동 395-79,도프,,
서울특별시 마포구 서교동 357-2번지,노루목황소곱창,Yes,"[['알곱창(200g)', 19000], ['특대창(250g)', 18000], ['양깃머리(200g)', 18000], ['소곱창모둠한판(350g)', 27900], ['양념막창(200g)', 10900], ['순대곱창(200g)', 9900], ['야채곱창(200g)', 9900], ['양모둠(250g)', 18000], ['소약창(200g)', 18000], ['곱창모둠전골(2인)', 28000]]"
서울특별시 마포구 서교동 407-25,온달집,Yes,"[['닭다리살', 13000], ['닭똥집', 13000], ['꼼장어', 14000], ['무뼈닭발', 14000], ['치즈떡볶이', 14000], ['간장마요밥', 6000], ['심야우동', 7000], ['심야오뎅탕', 18000]]"
서울특별시 마포구 서교동 411-12,샤브로21 상수역,Yes,"[['샤브로21 샤브샤브', 7500], ['얼큰 샤브샤브', 8500], ['마라 샤브샤브', 8800], ['미소 샤브샤브', 8500], ['포 샤브샤브', 8500], ['반반 샤브샤브', 9000]]"
서울특별시 마포구 서교동 369-4번지 ,에잇스톤스,,
서울특별시 마포구 서교동 358-29번지 ,르브와,Yes,[]
서울특별시 마포구 서교동 351-18번지 ,조선화로구이,Yes,"[['생갈비살(양념)(130g)', 27000], ['생등심(130g)', 32000], ['제비추리(130g)', 35000], ['토시살(130g)', 38000], ['살치살(130g)', 38000], ['안창살(100g)', 40000], ['육회(200g)', 25000], ['물냉면(후식)', 5000], ['비빔냉면(후식)', 5000], ['생오겹살(180g)', 16000], ['생목살돼지양념(250g)', 16000]]"
서울특별시 마포구 서교동 375-26번지,남북통일,Yes,"[['평양만두국', 10000], ['사골칼국수', 10000], ['떡만두국', 10000], ['칼만두국', 10000], ['찐만두', 10000], ['닭곰탕', 10000], ['닭칼국수', 10000], ['녹두빈대떡', 10000], ['만두전골 (대)', 40000], ['만두전골 (중)', 30000], ['만두전골 (소)', 20000]]"
서울특별시 마포구 서교동 345-26번지 2층 ,서교참치,Yes,"[['기본(1인)', 35000], ['특스페셜(1인)', 45000], ['실장추천(1인)', 65000], ['서교일품', 85000], ['VIP', 130000], ['참치초밥(12 피스)', 17000], ['참치특초밥(12피스)', 25000]]"
서울특별시 마포구 서교동 404-14,카레시,Yes,"[['야채 카레', 10000], ['닭다리 카레', 10000], ['해산물 카레', 16000], ['새우스프카레', 15000], ['야채+토리장기 카레', 13000]]"
서울특별시 마포구 서교동 247-54번지 ,형제소머리국밥,Yes,"[['소머리국밥', None], ['선지해장국', None], ['스지탕', None], ['스지수육', None], ['콩국수', None]]"
서울특별시 마포구 서교동 355-15,우주집,Yes,"[['토시주물럭 (180g)', 23000], ['토시살 (150g)', 22000], ['소갈비살 (150g)', 19000], ['양념갈비살 (150g)', 19000], ['LA양념갈비 (250g)', 25000]]"
서울특별시 마포구 서교동 403-1번지 ,훼미리포차,Yes,"[['부대찌개', 16800], ['해물백짬뽕', 15800], ['치즈쏘야볶음', 15800], ['오돌뼈주먹밥', 14800], ['순살파닭', 14800]]"
서울특별시 마포구 서교동 402-13 1층 ,달봉비어,Yes,"[['가아라게', 14000], ['크리스피텐더', 14000], ['국물떡볶이&모둠튀김', 16000], ['치즈 프라이즈', 13000], ['칠리미트 프라이즈', 13000], ['황금먹태', 16000], ['반건조 노가리', 13000]]"
서울특별시 마포구 서교동 449-1,네네치킨 서교점,,
서울특별시 마포구 서교동 366-2,돈주는남자,Yes,"[['제주 연탄 초벌 근고기 (600g)', 51000], ['제주 생오겹살 (200g)', 17000], ['제주 생 목살 (200g)', 17000], ['제주 생 갈매기살 (150g)', 17000], ['제주 생 가브리살 (150g)', 17000], ['된장찌개', 4000], ['돼지김치찌개 (대)', 6000], ['해장라면', 3000]]"
서울특별시 마포구 서교동 465-1번지 ,마츠에라멘,Yes,"[['마츠에 라멘', 7500], ['하라 라멘', 9000], ['도쿠마츠 라멘', 11000], ['매운 시지미 라멘', 9000], ['차슈 덮밥', 10000], ['시지미 라멘', 8000], ['치킨동', 8000], ['장어덮밥', 10000]]"
서울특별시 마포구 서교동 358-90번지,원당감자탕,Yes,"[['보쌈정식', None], ['제육볶음', None], ['등갈비 김치찜', None], ['돌솥비빔밥', None], ['뚝배기불고기', None], ['순두부비빔밥', None], ['뼈해장국', None], ['계란말이', None], ['낙지만두', None], ['묵은지매운뼈찜', None], ['원당감자탕', None], ['원당뼈찜', None], ['족발 + 보쌈', None], ['지짐이', None], ['쭈꾸미만두', None], ['코다리찜', None], ['콩비지감자탕', None]]"
서울특별시 마포구 서교동 446-15,필프리 홍대본점,Yes,"[['[시그니처]연어사과 샌드위치', 10900], ['[제철한정메뉴] 단호박 베이글', 4000], ['백미 쌀 베이글', 3500], ['프레첼 쌀 베이글', 3800], ['플레인 수제리코타치즈 ( S )', 3200], ['시나몬롤 베이글 (w. 버터바닐라)', 5700], ['토마토바질 수제리코타치즈 (S)', 3800], ['현미 쌀 베이글', 3700], ['꿀고구마 쌀 베이글', 4500], ['트리플치즈 쌀 베이글', 5300], ['앙버터', 6500], ['에그마요 샌드위치', 6500], ['카프레제 샌드위치', 9000], ['블루베리 쌀 베이글', 4200], ['블랙(아메리카노)', 4500], ['화이트(라떼)', 5000], ['더티차이 밀크티', 7000], ['쌀콘파냐', 5000], ['바닐라빈', 5500], ['사과 자몽에이드', 7000]]"
서울특별시 마포구 서교동 347-23,쭈앤쭈,Yes,"[['석삼이 세트 1', 35000], ['석삼이 세트 2', 38000], ['석삼이 세트 3', 39000], ['석만이 세트 1', 30000], ['석만이 세트 2', 33000], ['석만이 세트 3', 34000]]"
서울특별시 마포구 서교동 409-17,아웃닭 홍대점,Yes,"[['오리지날 프린스톤 후라이드 치킨', 16900], ['오리지날 레드펀 양념치킨', 17900], ['스펜서 매운 양념치킨', 17900], ['마틴 간장치킨', 17900], ['케인즈 갈릭치킨', 17900], ['린드필드 후라이드 순살치킨', 17900], ['순살 양념치킨', 18900], ['순살 매운양념치킨', 18900], ['순살 간장치킨', 18900], ['순살 갈릭치킨', 18900], ['감자튀김', 3000], ['떡튀김', 1500], ['고구마 치즈스틱 (4Pcs)', 2000], ['치즈스틱 (4Pcs)', 2000], ['소시지', 3000], ['튀김모듬', 12000], ['감자튀김 모듬', 12000], ['과일향 소주', 4000], ['린드 필드 순살', 17000], ['맥스', 4000]]"
서울특별시 마포구 서교동 347-29번지,신선화로,Yes,"[['설화소갈비살', 16900], ['설화특생갈비', 19900], ['설화소갈비세트', 43900], ['돼지왕갈비', 18000], ['두툼삼겹살', 16900], ['한우육회', 25900], ['갈비나주곰탕', 9000], ['돼지김치찌개', 9000], ['얼큰해장국', 10000], ['맑은해장국', 10000], ['갈비살된장찌개', 9000], ['설화소양념구이', 19900], ['함흥냉면(물/비빔)', 8000], ['소왕갈비 1대', 39000]]"
서울특별시 마포구 서교동 487,고기장인,,
서울특별시 마포구 서교동 394-93번지 ,종로빈대떡,Yes,"[['야채/해물/고기 빈대떡 중 택2', 14000], ['모듬전', 18000], ['해물파전', 17000], ['불고기파전', 17000], ['두부김치', 14000]]"
서울특별시 마포구 서교동 343-13번지 1층 ,지로우 라멘,Yes,"[['지로우 라멘', 10000], ['폭탄 라멘', 11000], ['미니 차슈 덮밥', 5000], ['교카이 돈코츠 라멘', 11000]]"
서울특별시 마포구 서교동 394-23 ,고향집김치삼겹살,Yes,"[['김치찌개', 7000], ['고등어구이', 7000], ['시골청국장', 6000], ['열무냉면', 6000], ['제육볶음', 7000], ['국내산 삼겹살1인분', 15000], ['계란찜', 3000], ['날치알볶음밥', 3000], ['냉면', 5000], ['묵사발', 5000], ['생목살(180g)', 14000], ['생삼겹살(180g)', 13000], ['항정살', 14000], ['항정살(160g)', 14000]]"
서울특별시 마포구 서교동 394-90번지,다북어국,Yes,"[['북어국', 9000], ['황태구이', 10000], ['북어골뱅이무침', 22000], ['북어부추전', 13000]]"
서울특별시 마포구 서교동 365-26번지,큰맘할매순대국,Yes,"[['제육볶음', None], ['편육', None], ['삼계탕', None], ['순대곱창볶음', None], ['소갈비탕', None], ['큰맘내장국밥', None], ['큰맘순대국', None], ['뚝배기 돼지불고기', None], ['매콤 뚝배기 돼지불고기', None], ['순대국', None], ['버섯순두부', None], ['육개장 순대국', None], ['소머리곰탕', None], ['소내장탕', None], ['뼈해장국', None], ['수육국밥', None], ['황태해장국', None]]"
서울특별시 마포구 서교동 358-95 ,향미,Yes,"[['소불뚝배기', 7500], ['낙지비빔밥', 6500], ['오징어볶음', 7000], ['제육볶음', 7000], ['닭도리탕', 6500], ['청국장', 6500], ['우렁된장찌개', 6500], ['김치찌개', 7000], ['된장찌개', 6500], ['부대찌개', 7000], ['고갈비백반', 7000], ['삼치구이백반', 7000], ['순두부찌개', 6500]]"
서울특별시 마포구 서교동 355-25 ,멘야산다이메,Yes,"[['Ramen', 9500], ['Karakuchi Ramen', 10000], ['Black Ramen', 8000], ['Tsukemen', 8500], ['Ankake yakiramen', 9500], ['Hiyashi Tantanmen', 9500]]"
서울특별시 마포구 서교동 449-39번지,정통호프,Yes,[]
서울특별시 마포구 서교동 358-83번지,다락투,Yes,"[['닭곰탕 (보)', 9500], ['닭곰탕 (특)', 10000], ['닭 칼국수', 10000]]"
서울특별시 마포구 서교동 399-6,나루토 오모테나시,,
서울특별시 마포구 서교동 384-9,서래옥,Yes,"[['설렁탕', 11000], ['오삼불고기', 13000], ['오징어불고기', 13000], ['콩국수', 12000], ['해물파전', 15000], ['도가니탕', 19000], ['수육(400g)', 35000], ['도가니수육', 38000], ['돌솥비빔밥', 10000], ['모듬수육', 55000]]"
서울특별시 마포구 서교동 364-6 ,코너펍 Corner Pub,Yes,"[['페퍼로니 피자', 14900], ['나쵸 칩', 6900], ['볼로네즈 치즈 나쵸', 10900], ['피쉬&칩스', 12900], ['핫 도그', 5000]]"
서울특별시 마포구 서교동 368-7번지,멜로우,Yes,"[['딸기 생크림 크로플', 12000], ['딸기 밀크 빙수', 22000], ['아메리카노', 4500], ['바닐라 빈 라떼', 6000], ['아인슈페너', 6000], ['리얼 딸기라떼', 6500], ['멜코세트(초코퐁듀)', 15000], ['젤라또 브라운치즈 크로플', 11000], ['쇼콜라로쉐 케이크', 7000], ['제리 치즈 케이크', 6000], ['딸기 크레이프', 7500], ['골드(애플)망고 빙수', 22000], ['초당 옥수수 커피', 6500], ['천혜향 스무디', 6500], ['골드망고 에이드', 6500], ['한라봉 에이드', 6500], ['샤인머스켓 빙수', 22000], ['밤 티라미수 라떼', 6500], ['바닐라 빈 라떼', 6000], ['플레인 크로플', 8000]]"
서울특별시 마포구 서교동 366-28 1층 ,민트하임,Yes,"[['아메리카노', 4000], ['카페 라떼', 4500], ['밀크티', 4500], ['민트 밀크티', 5000], ['민트 초코라떼', 5000]]"
서울특별시 마포구 서교동 449-3번지 ,먹보식당,Yes,"[['집밥정식', 9000]]"
서울특별시 마포구 서교동 485-14번지,웰빙뚝배기,Yes,"[['소머리수육(2인)', 28000], ['홍어', 40000], ['한방오리백숙', 60000], ['토종닭백숙', 60000], ['오리로스,불고기', 60000], ['삼겹살', 14000], ['닭볶음탕', 40000], ['통오징어', 12000], ['과메기', 25000], ['아구탕', 40000], ['해물파전', 15000], ['뼈없는닭발', 15000], ['제육볶음(1안분)', 9000], ['소머리국밥', 12000], ['굴국밥', 10000], ['백반', 8000], ['매생이굴떡국', 10000], ['사골국수', 8000], ['떡만두국', 8000], ['서리패콩국수', 9000], ['냉면,비빔국수', 7000], ['', None], ['', None]]"
서울특별시 마포구 서교동 410-3번지 1층 ,디스틸,Yes,[]
서울특별시 마포구 서교동 358-29,홍익수제비,Yes,"[['수제비', 7000], ['순두부수제비', 7500]]"
서울특별시 마포구 서교동 327-43번지,불나방,Yes,"[['소고기세트', 35000], ['bbp세트', 32000], ['가리비 (2pcs)', 9000], ['생새우 (2pcs)', 8000], ['베이컨 야끼소바', 13000], ['돼지고기 숙주볶음', 12000], ['교자', 9000], ['명란 파스타', 14000], ['고등어 타다끼', 12000], ['문어초무침', 16000], ['타코야끼', 9000], ['가라아게', 13000], ['쥐포', 7000], ['타코야끼', 9000], ['오뎅탕', 15000], ['쥐포', 8000], ['김치라면', 7000], ['가라아게', 13000], ['버터감자', 6000], ['왕새우 튀김', 15000]]"
서울특별시 마포구 서교동 481-1,미스타교자,Yes,"[['야끼교자', 5000]]"
서울특별시 마포구 서교동 369-4번지,길리건스,,
서울특별시 마포구 서교동 377-4번지,해피벤처,,
서울특별시 마포구 서교동 327-22 1층 ,치킨인더키친,Yes,"[['레드핫칠리페퍼스', 19000], ['범프오브치킨', 19000]]"
서울특별시 마포구 서교동 352-25,이문어세상,Yes,"[['해천탕(소)', 100000], ['피문어숙회(소)', 75000], ['매콤명태조림(2인이상)', 11000], ['피문어 명태조림(소)', 50000], ['연포탕(소)', 80000], ['해물닭한마리', 55000], ['홍합칼국수(2인이상)', 8000], ['낙지볶음(2인이상)', 12000], ['소갈비 명태조림(소)', 45000]]"
서울특별시 마포구 서교동 380-12번지 ,합정구락부,Yes,"[['부야베스', 37000], ['두툼바 스테이크덮밥', 18000], ['황소 한우 곱창덮밥', 17000], ['까라비아따 파스타', 15000], ['토마토 라구 파스타', 15000], ['하몽글로리 파스타', 16000], ['해장 파스타', 16000], ['굴라쉬', 27000], ['육회', 20000], ['광어 카르파쵸', 29000], ['양갈비 플래터', 45000], ['치즈 플래터', 27000], ['스테이크 플래터', 29000], ['문어숙회', 20000], ['광어 회무침', 28000], ['골뱅이탕', 28000], ['숙주 돼지불고기', 19000], ['먹태', 15000], ['감자전', 13000], ['삼각살 육전', 14000], ['하몽멜론', 14000]]"
서울특별시 마포구 서교동 494 ,멸치국수,,
서울특별시 마포구 서교동 327-46번지 지하1층 ,키오쿠,Yes,"[['연어사시미(1/2)', 17000], ['굴튀김(8PCS)', 15000], ['오뎅', 16000], ['연어사시미', 29000], ['아스파라거스볶음', 10000], ['시샤모구미', 9000], ['새우튀김', 20000], ['도리가라아게', 13000], ['고로케', 16000], ['크림치즈볼고로케', 8000], ['가츠나베', 18000], ['돈가츠', 11000], ['바지락술찜', 11000], ['타코와사비', 10000]]"
서울특별시 마포구 서교동 458-2번지 ,끼니꺼리,Yes,"[['점심반찬뷔페', 10000]]"
서울특별시 마포구 서교동 481-2번지,조박사복해장국,Yes,"[['까치복세트(1인)(2인이상)', 38000], ['까치복지리', 18000], ['까치복매운탕', 18000], ['금밀복지리', 14000], ['금밀복매운탕', 14000], ['복튀김', 40000], ['복불고기(1인)(2인이상)', 25000], ['까치복찜', 70000], ['금밀복찜', 60000], ['복사시미', 150000], ['복껍질무침', 20000]]"
서울특별시 마포구 서교동 400-13번지,형제상회,Yes,"[['깻잎막회', 38000], ['통골뱅이', 26000], ['대구뽈매운탕', 26000], ['생선구이', 25000], ['순두부찌개', 19000], ['순두부계란탕', 19000], ['오뎅탕', 19000], ['먹태', 19000], ['오징어숙회', 20000], ['갑오징어숙회', 28000], ['가리비탕', 30000], ['생선후라이드', 25000], ['해물라면', 9000], ['닭가라아게', 12000], ['감자튀김', 10000], ['대구뽈지리탕', 26000]]"
서울특별시 마포구 서교동 469-11,스시경,Yes,"[['알밥정식 (1인)', 8000], ['우동정식 (1인)', 8000], ['다코 알밥정식 (1인)', 9000], ['새우장 알밥정식 (1인)', 9000], ['냉모밀 (1인)', 8000]]"
서울특별시 마포구 서교동 358-39번지 지하1층 ,카미야,Yes,"[['오코노미가츠', 9000], ['믹스가츠', 10500], ['로스 히레가츠', 9500], ['에비 치즈가츠', 11000], ['히레 치즈가츠', 10000]]"
서울특별시 마포구 서교동 446-60 1층 ,대청마루,Yes,"[['김치찌개', 10000], ['돼지구이백반', 13000], ['청국장', 9000], ['순두부찌개', 9000], ['동태찌개', 30000], ['라면사리', 1000]]"
서울특별시 마포구 서교동 461-8 1층,큐브,Yes,"[['을지로 황태채 골뱅이 무침+소면', 27000], ['천연 모짜렐라 치즈 불닭', 23000], ['훈제삼겹과 두부 김치', 23000], ['소고기 숙주 굴소스 볶음', 21000], ['치킨텐더 샐러드', 20000], ['통살 새우와 모듬야채 감바스+바게트', 19000], ['통마늘 땡초 닭똥집 볶음', 19000], ['철판 야채 모듬소세지', 21000], ['중국집보다 맛있는 짬뽕', 12000], ['나가사끼 짬뽕', 12000], ['간사이물떡 오뎅탕', 23000], ['칼칼 바지락탕+우동', 22000], ['칼칼 홍합탕', 21000], ['옛날 누룽지 해물 계란탕', 15000], ['꼬마만두 해물계란탕', 15000], ['얼큰김치우동전골', 10000], ['기스오 유부우동', 10000], ['차디찬 아이스 냉소바', 10000], ['전복에 빠진 국내산 바지락 술찜+스파게티', 23000], ['순살치킨 감튀올림 왕국물떡볶이+어묵스틱', 23000], ['서교동식 마라샹꿔', 21000]]"
서울특별시 마포구 서교동 449-30번지 ,진짜루,Yes,"[['짜장', 7000], ['짬뽕', 8000], ['볶음밥', 8000], ['탕수육(소)', 12000], ['고추잡채(소)', 20000], ['탕수육+짜장2', 20000], ['간짜장', 8000], ['쟁반짜장', 9000], ['삼선짜장', 9000], ['우동', 8000], ['해장짬뽕', 9000], ['삼선우동', 10000], ['새우볶음밥', 9000], ['삼선볶음밥', 9000], ['오므라이스', 8000], ['마파두부밥', 8000], ['잡채밥', 9000], ['짬뽕밥', 8000], ['유산슬밥', 15000], ['제육덮밥', 9000]]"
서울특별시 마포구 서교동 367-36번지 ,작가,Yes,"[['작가 모듬한판', 50000], ['작가 모듬사시미 A', 25000], ['작가 모듬사시미 B', 40000], ['도미사시미', 30000], ['새우감바스', 21000]]"
서울특별시 마포구 서교동 358-9 ,코코버블티 홍대메인거리점,Yes,"[['카페라떼', None], ['티라미수라떼', None], ['단팥밀크티', None], ['생자몽에이드', None], ['오렌지에이드', None], ['레모네이드', None], ['망고스무디', None], ['그린티스무디', None], ['요거트스무디', None], ['버블밀크티', None], ['흑당버블티', None], ['흑당버블밀크티', None]]"
서울특별시 마포구 서교동 440-3,또바기명태조림,Yes,"[['명태조림(대)', 45000], ['보쌈(대)', 4000], ['명태조림정식(2인이상)', 12000], ['보쌈정식', 9000], ['낙지삼겹볶음', 10000], ['쭈꾸미삼겹볶음', 9000], ['오징어삼겹볶음', 9000], ['계란찜', 5000], ['낙지연포탕', 35000], ['나가사끼짬봉탕', 25000], ['얼큰짬봉탕', 25000], ['조개탕', 20000], ['직화낙지볶음', 28000], ['직화쭈꾸미볶음', 27000], ['오뱅이소면', 25000], ['뿌링클새우튀김', 18000], ['뿌링클오징어튀김', 16000], ['오징어숙회', 15000], ['해물파전', 12000]]"
서울특별시 마포구 서교동 400-3번지 지하1층 ,에이스보드카페,Yes,"[['아메리카노 (Hot)', 4000], ['카페라떼', 5000], ['핫초코', 5000], ['녹차', 5000], ['레몬 에이드', 6000]]"
서울특별시 마포구 서교동 361-10,작심가,Yes,"[['은행꼬치', 4900], ['롯데리앙감자', 4900], ['타코와사비', 4900], ['갈릭바게트', 4900], ['콘치즈', 4900], ['타코야끼', 4900], ['꿀맛토마토', 5900], ['얼큰계란라면', 5900], ['작심우동', 5900], ['직화염통꼬치', 5900], ['직화모래집꼬치', 7900], ['포테이토고로케', 7900], ['파인샤베트', 7900], ['메밀김치전병', 7900], ['직화닭꼬치', 7900], ['직화삼겹마늘쫑꼬치', 8900], ['소떡소떡', 8900], ['허니버터갈릭감자', 8900], ['아이스황도', 8900], ['모찌리도후', 8900], ['참깨모찌리도후', 8900]]"
서울특별시 마포구 서교동 352-13,콰이찬 홍대점,Yes,"[['면류', None], ['밥류', None], ['요리부', None], ['주류', None], ['Set', None]]"
서울특별시 마포구 서교동 358-40,파파초밥,,
