road_address,name
"서울특별시 마포구 잔다리로7길 16, 서교동 교평빌딩 1층 (서교동)",해피벤처
"서울특별시 마포구 와우산로29길 4-42, 1층 (서교동)",치킨인더키친
"서울특별시 마포구 월드컵북로1길 30 (서교동, 1층일부)",이문어세상
"서울특별시 마포구 잔다리로7안길 31, 1층 (서교동)",합정구락부
"서울특별시 마포구 양화로 72, 101동 1층 116호 (서교동)",멸치국수
"서울특별시 마포구 와우산로29길 4-15 (서교동, 지하1층)",키오쿠
"서울특별시 마포구 동교로17길 55, 1층 일부 (서교동)",끼니꺼리
"서울특별시 마포구 동교로 114, 1층 102호 (서교동)",조박사복해장국
"서울특별시 마포구 양화로6길 73, 1층 4호 (서교동)",형제상회
"서울특별시 마포구 잔다리로 113, GLORY 1층 (서교동)",스시경
"서울특별시 마포구 와우산로21길 28-6 (서교동,지하1층)",카미야
"서울특별시 마포구 동교로 147 (서교동,1층)",대청마루
"서울특별시 마포구 동교로 133, 1층 (서교동)",큐브
"서울특별시 마포구 동교로19길 48 (서교동, 1층일부)",진짜루
"서울특별시 마포구 어울마당로 71 (서교동, 지하1층,지상1~4층)",작가
"서울특별시 마포구 어울마당로 98-1, 2층 (서교동)",코코버블티 홍대메인거리점
"서울특별시 마포구 성미산로2길 20 (서교동, 1층)",또바기명태조림
"서울특별시 마포구 독막로7길 27 (서교동,지하1층)",에이스보드카페
"서울특별시 마포구 와우산로 72 (서교동, 2층)",작심가
"서울특별시 마포구 동교로22길 1, 1층 (서교동)",콰이찬 홍대점
"서울특별시 마포구 와우산로21길 28-8 (서교동,지하1층)",파파초밥
"서울특별시 마포구 잔다리로 65, 2층 (서교동)",언제라도 여행
"서울특별시 마포구 와우산로29바길 12 (서교동,지1층 오른쪽)",헬로헬로
"서울특별시 마포구 잔다리로 20-11 (서교동, 지하1층)",난봉꾼
"서울특별시 마포구 와우산로 70 (서교동, 1,2층)",삼거리포차
"서울특별시 마포구 양화로16길 33 (서교동, 1층 일부)",도마
"서울특별시 마포구 와우산로27길 70 (서교동,2층)",산띠
"서울특별시 마포구 와우산로17길 19 (서교동, 2층)",꼼보포차
"서울특별시 마포구 동교로 94 (서교동,지층)",홍어한마리
"서울특별시 마포구 와우산로23길 40 (서교동, 2층)",신선마라탕
"서울특별시 마포구 와우산로29길 4-36 (서교동, 지층일부(우측))",아틀란티스
"서울특별시 마포구 양화로7길 28 (서교동, 2층일부)",향원정
"서울특별시 마포구 와우산로29길 27 (서교동, 1층일부)",토모토카레
"서울특별시 마포구 와우산로21길 36-4 (서교동, 지하1층)",그녀의밥상
"서울특별시 마포구 독막로3길 20, 지하1층 좌측 (서교동)",이쪽
"서울특별시 마포구 동교로 90, 1,2층 (서교동)",강화통통생고기
"서울특별시 마포구 월드컵북로1길 60 (서교동, 1층 )",진진
"서울특별시 마포구 잔다리로6길 20-6 (서교동, 지1층일부)",산오징어양푼무침
"서울특별시 마포구 어울마당로 126-1 (서교동,1층)",통통돼지뽈살
"서울특별시 마포구 와우산로29라길 20, 2층 (서교동)",홍익닭한마리
"서울특별시 마포구 와우산로23길 35, 2층 (서교동)",육쌈냉면
"서울특별시 마포구 양화로12길 26, 102호 (서교동)",닭선생
"서울특별시 마포구 어울마당로5길 29 (서교동, 1층)",빠넬로
"서울특별시 마포구 월드컵북로5길 68, 1층 102호 (서교동, 광남벨라스2차아파트)",한스시
"서울특별시 마포구 양화로6길 57-7 (서교동, 지1층일부)",화규
"서울특별시 마포구 월드컵로8길 41, 지1층 101호 (서교동)",수잔네
"서울특별시 마포구 양화로7길 6-5, 2층 201호 (서교동, 와와빌딩)",세상끝의라멘
"서울특별시 마포구 양화로 94, 1층 (서교동)",보보호텔
"서울특별시 마포구 와우산로 100 (서교동,지하1층)",홍대 율촌
"서울특별시 마포구 홍익로2길 27-20, 1층 (서교동)",오비야
"서울특별시 마포구 와우산로23길 35-6, 2층 (서교동)",낭만포차
"서울특별시 마포구 잔다리로 9, 3층 (서교동)",부엉이산장 홍대점2
"서울특별시 마포구 잔다리로 5-1 (서교동, 2층)",시장을여는사람들 홍대점
"서울특별시 마포구 와우산로23길 9, 칼리오페 5층 (서교동)",어머님밥상
"서울특별시 마포구 와우산로23길 18-7 (서교동, 1층일부)",비스트로주라
"서울특별시 마포구 와우산로23길 35-6, 1층 (서교동)",더 키친 아시아
"서울특별시 마포구 와우산로17길 19-22, 1층 (서교동)",낙원
"서울특별시 마포구 양화로11길 66, 1,2층 (서교동)",제주삼다돈
"서울특별시 마포구 홍익로5안길 14, 1층 (서교동)",신마포갈매기
"서울특별시 마포구 양화로7길 55 (서교동,1층)",서교손칼국수
"서울특별시 마포구 동교로17길 8, 1,2층 (서교동)",제주정원
"서울특별시 마포구 양화로7길 47 (서교동, 1층)",타마시이
"서울특별시 마포구 잔다리로 105-1 (서교동, 1층)",서교김치찌개
"서울특별시 마포구 잔다리로 9 (서교동, 2층)",부엉이산장 홍대점1
"서울특별시 마포구 와우산로 66 (서교동, 1층)",신주양꼬치
"서울특별시 마포구 와우산로 155-1 (서교동,B1)",봉주르
"서울특별시 마포구 잔다리로 47, 1층 (서교동)",퍼스트펭귄카페
"서울특별시 마포구 어울마당로 112-4 (서교동, 지하1층)",비트윈
"서울특별시 마포구 잔다리로 99, 1층 (서교동)",아지트
"서울특별시 마포구 어울마당로5길 31, 지1층 (서교동)",침사추이누들
"서울특별시 마포구 잔다리로7안길 10 (서교동, 1층)",칼국수수제비가
"서울특별시 마포구 독막로7길 60 (서교동, 1층)",디저트39
"서울특별시 마포구 홍익로 3-5 (서교동, 1층)",포보
"서울특별시 마포구 양화로 99, 1층 101호 (서교동)",백년육일집
"서울특별시 마포구 잔다리로 5-1 (서교동, 1층)",광동포차
"서울특별시 마포구 양화로 57, 지상1층 (서교동)",문짱김밥
"서울특별시 마포구 홍익로 3-11, 1층동 (서교동)",고집
"서울특별시 마포구 와우산로18길 38, 지1층 (서교동)",플라워
"서울특별시 마포구 양화로6길 57-12, 지하1층 (서교동)",스푼
"서울특별시 마포구 와우산로18길 15, 1층 (서교동)",쎄리네찜닭
"서울특별시 마포구 어울마당로 114, 1층 (서교동)",공차 홍대점
"서울특별시 마포구 독막로3길 46, 1층 (서교동)",리춘시장 합정역점
"서울특별시 마포구 월드컵북로5길 22, 1층 (서교동)",국일순대국
"서울특별시 마포구 동교로22길 38, 1층 우측호 (서교동)",연가정
"서울특별시 마포구 어울마당로 53, 2층 (서교동)",포킹94
"서울특별시 마포구 독막로9길 19, 지1층 (서교동)",야키토리 엔
"서울특별시 마포구 어울마당로5길 17, 1층 (서교동)",별그리는바다
"서울특별시 마포구 독막로3길 28-17, 1층 101호 (서교동)",마실랭가이드
"서울특별시 마포구 잔다리로 68, 한국YMCA전국연맹빌딩 1층 (서교동)",한소끔 가정식손만두
"서울특별시 마포구 동교로 149-16, 1층 (서교동)",뚜또 페르 뚜띠
"서울특별시 마포구 양화로11길 14-5, NFM빌딩 1층 (서교동)",핏제리아오 합정역점
"서울특별시 마포구 양화로6길 57 (서교동,2층)",다이닝 미야비
"서울특별시 마포구 독막로3길 28-7, 1층 좌측코너 (서교동)",피그바
"서울특별시 마포구 홍익로5안길 24, 1층 102호 (서교동)",정이
"서울특별시 마포구 잔다리로7안길 3, 1층 (서교동)",커리지널
"서울특별시 마포구 독막로7길 26, 1층 (서교동)",일일수작 홍대합정점
"서울특별시 마포구 양화로7길 6-5, 지1층 (서교동, 와와빌딩)",럭키인디아
"서울특별시 마포구 어울마당로 44-1, 보리수빌딩 지상1층 (서교동)",짬뽕지존 홍대점
"서울특별시 마포구 잔다리로 10 (서교동, 1층일부)",용용선생 홍대점 1호점
"서울특별시 마포구 양화로11길 46 (서교동, 1층)",온리원갈비 합정
"서울특별시 마포구 홍익로5안길 16, 1층 일부호 (서교동)",남도뽀글이
"서울특별시 마포구 독막로5길 28, 1층 (서교동)",라뎅
"서울특별시 마포구 월드컵북로5가길 34 (서교동, B1층)",도원
"서울특별시 마포구 어울마당로 136-13 (서교동, 2층)",부야스곱창
"서울특별시 마포구 와우산로29길 56-6, 지1층 (서교동)",토메루
"서울특별시 마포구 와우산로18길 20, 1층,중1층 (서교동)",홍대예티
"서울특별시 마포구 양화로 72, 101동 1층 131호 (서교동, 서교동 효성 해링턴 타워)",네비올로 합정
"서울특별시 마포구 어울마당로 112-6, 1층 (서교동)",홍마떡
"서울특별시 마포구 와우산로19길 9, 1층 (서교동)",먼데이즈
"서울특별시 마포구 어울마당로 55-12, 1층 (서교동)",마트마타
"서울특별시 마포구 홍익로3길 11 (서교동, 2층)",포옹남 홍대
"서울특별시 마포구 독막로3길 30, 에이치포빌딩 2층 (서교동)",우마담
"서울특별시 마포구 잔다리로 5 (서교동, 1,2,3층)",서교포차
"서울특별시 마포구 와우산로29마길 12, 지1층 101호 (서교동)",비스트로세노
"서울특별시 마포구 독막로3길 21, 2층 (서교동)",샴페인 슈퍼노바
"서울특별시 마포구 독막로3길 18, 1층 102호 (서교동)",상수동치맥
"서울특별시 마포구 잔다리로 6, 1층 (서교동)",난장
"서울특별시 마포구 동교로 127 (서교동, 1층)",귀한족발 홍대서교점
"서울특별시 마포구 와우산로29라길 12, 지하1층 (서교동)",카츠와
"서울특별시 마포구 양화로 27, 1층 (합정동)",양화로 1984
"서울특별시 마포구 토정로 31, 1층 102호 (합정동)",델핀커피바
"서울특별시 마포구 희우정로 29, 1층 우측호 (합정동)",깃시리
"서울특별시 마포구 월드컵로 45-1, 2층 (합정동)",라라본국
"서울특별시 마포구 토정로3길 9, 1층 (합정동)",분담
"서울특별시 마포구 월드컵로3길 31-26, 지1층 (합정동)",미트스타킴
"서울특별시 마포구 양화로3길 37 (합정동,1층)",향남추어탕
"서울특별시 마포구 성지길 30, 1층 (합정동)",옥소반 합정점
"서울특별시 마포구 월드컵로3길 31-6, 2층 201호 (합정동)",타테이와
"서울특별시 마포구 성지3길 19, 아진 2층 (합정동)",식선
"서울특별시 마포구 독막로3길 7, 2층 (합정동)",낀낀
"서울특별시 마포구 성지5길 19, 1층 (합정동)",화류
"서울특별시 마포구 독막로 4, 2층 (합정동)",따로집
"서울특별시 마포구 월드컵로 39-1, 1층 101호 (합정동)",명품수제숯불갈비
"서울특별시 마포구 양화로6길 18, B동 2층 일부호 (합정동)",두놈포차
"서울특별시 마포구 성지길 42, 1층 (합정동)",청도미나리식당 합정점
"서울특별시 마포구 양화로 36, 104호 (합정동)",계림원 누릉지 통닭구이 합정역점
"서울특별시 마포구 독막로8길 27, 1층 (합정동)",까사벨라즈
"서울특별시 마포구 성지길 48, 1층 1호 (합정동)",고쿠노야
"서울특별시 마포구 동교로8길 5, 1층 (합정동)",치킨플러스 합정점
"서울특별시 마포구 독막로 34, 1층 (합정동)",합정술집 도란
"서울특별시 마포구 희우정로 27, 1층 (합정동)",정다운식당
"서울특별시 마포구 독막로 51, 1층 우측일부호 (합정동)",록갈비 합정점
"서울특별시 마포구 양화로1길 21, 2층 (합정동)",합정옥
"서울특별시 마포구 독막로 43-1, 1층 101호 (합정동)",참바른김밥
"서울특별시 마포구 포은로2길 13, 브랜토리움 1층 (합정동)",옆구르기
"서울특별시 마포구 양화로6길 50, 1층 (합정동)",로우샹로우
"서울특별시 마포구 동교로 44-1, 2층 일부호 (합정동)",어라운드그린
"서울특별시 마포구 양화로1길 25, 1층 (합정동)",넉탐
"서울특별시 마포구 포은로 34, 1층 106호 (합정동, 합정한강아파트)",망원동즉석떡볶이
"서울특별시 마포구 포은로 39, 1층 1호 (합정동)",신공주떡볶이
"서울특별시 마포구 토정로5길 12 (합정동, 1층)",무대륙
"서울특별시 마포구 월드컵로3길 27 (합정동, 1층일부)",둥둥막창구이
"서울특별시 마포구 희우정로 47, 1층 (합정동)",희도식당
"서울특별시 마포구 월드컵로1길 14, B119-1,2호 (합정동, 마포 한강 푸르지오)",백두한우곱창
"서울특별시 마포구 독막로 38, 1층일부 (합정동)",걸작떡볶이치킨
"서울특별시 마포구 포은로 40, 1층 (합정동)",폴베리
"서울특별시 마포구 월드컵로 41, 1층 (합정동)",고미태
"서울특별시 마포구 월드컵로1길 14, B117-1호 (합정동, 마포 한강 푸르지오)",식껍 합정점
"서울특별시 마포구 월드컵로1길 54, 1층 (합정동)",함반
"서울특별시 마포구 성지3길 22, 1층 좌측일부 (합정동)",미필담
"서울특별시 마포구 독막로4길 9, 1층 (합정동)",윤슬
"서울특별시 마포구 성지1길 18 (합정동,1층우측)",청주식당
"서울특별시 마포구 포은로 11 (합정동, 1층일부)",잇텐고
"서울특별시 마포구 월드컵로3길 31-32 (합정동, 지1층)",합정전
"서울특별시 마포구 어울마당로3길 5 (합정동, 1층)",당고집
"서울특별시 마포구 월드컵로1길 14, 지하1층 B109-2, B110-1호 (합정동, 마포 한강 푸르지오)",금문중화요리
"서울특별시 마포구 월드컵로 39 (합정동, 1층)",하동우렁추어탕
"서울특별시 마포구 마포나루길 582, C& 한강랜드 잠두봉 유람선 선착장 1,2층 (합정동)",잠두봉더나인
"서울특별시 마포구 독막로2길 9, 1층 (합정동)",합정감자탕
"서울특별시 마포구 양화로1길 38 (합정동, 101호)",새벽숯불가든
"서울특별시 마포구 양화로6길 100 (합정동,1층)",어른이대공원
"서울특별시 마포구 양화로1길 32 (합정동, 2층일부)",연희중식
"서울특별시 마포구 양화로1길 32 (합정동, 1층일부)",찐육개장
"서울특별시 마포구 양화로1길 32 (합정동, 1층일부)",합정뒷고기
"서울특별시 마포구 월드컵로 35 (합정동, 1층)",버섯마루
"서울특별시 마포구 월드컵로3길 56, 1층 (합정동)",은하루
"서울특별시 마포구 성지1길 6 (합정동, 1층)",컬투치킨 합정사랑점
"서울특별시 마포구 독막로 27 (합정동, 지하1층)",깊은숲
"서울특별시 마포구 독막로7길 6, 1층 (합정동)",유라유라
"서울특별시 마포구 월드컵로3길 28 (합정동, 1층)",푸줏간생고기
"서울특별시 마포구 월드컵로1길 48 (합정동, 1층)",경성양꼬치
"서울특별시 마포구 독막로2길 12 (합정동, 1층)",옹달샘 합정 고깃집
"서울특별시 마포구 월드컵로 53 (합정동, 1층)",다사랑치킨
"서울특별시 마포구 포은로2가길 65, B동 1층 3호 (합정동)",쿠시로지
"서울특별시 마포구 포은로 29-1 (합정동, 1층)",콩청대
"서울특별시 마포구 월드컵로3길 44, 1층 (합정동)",카즈
"서울특별시 마포구 양화로3길 23, 1층 (합정동)",지리산어탕국수
"서울특별시 마포구 양화로 36 (합정동, 1층)",합정조이떡볶이
"서울특별시 마포구 월드컵로3길 31-32 (합정동, 1층)",돌황소곱창
"서울특별시 마포구 독막로 49, 1층 (합정동)",합정생고기김치찌개
"서울특별시 마포구 월드컵로1길 7 (합정동,1F)",퓨전
"서울특별시 마포구 월드컵로1길 17, 1층 (합정동)",양화정
"서울특별시 마포구 포은로 48 (합정동,1층)",스미비클럽
"서울특별시 마포구 월드컵로 37 (합정동,1층  106호.107호)",숯닭
"서울특별시 마포구 월드컵로1길 14 (합정동, 마포한강푸르지오1차 상가B112-2호)",신야텐야합정교보문고점
"서울특별시 마포구 동교로 40 (합정동, 1층일부)",호계식
"서울특별시 마포구 월드컵로3길 31-38 (합정동,1층)",무교동낙지
"서울특별시 마포구 양화로6길 54 (합정동, 2층)",필참치
"서울특별시 마포구 월드컵로3길 31-5 (합정동, 지층)",합정숯불갈비
"서울특별시 마포구 성지길 27 (합정동,1층)",백미향
"서울특별시 마포구 동교로 24 (합정동, 1층 일부)",엄마손생선구이
"서울특별시 마포구 독막로3길 6, 지1층 (합정동)",비앤비
"서울특별시 마포구 포은로 11 (합정동, 1층일부)",미삼
"서울특별시 마포구 독막로 54 (합정동,1층 일부)",코리아식당
"서울특별시 마포구 월드컵로1길 52 (합정동,1층)",오뎅바
"서울특별시 마포구 월드컵로 45-1 (합정동, 1층)",닭날다
"서울특별시 마포구 포은로 9 (합정동, 1층)",참숯불풍천장어
"서울특별시 마포구 성지길 25-8, 1층 (합정동)",라베니스
"서울특별시 마포구 양화로 27 (합정동, 1층)",마포소금구이
"서울특별시 마포구 양화로 36 (합정동, 1층)",육전국밥 합정점
"서울특별시 마포구 양화로1길 42, 엘타워 1층 (합정동)",히게쯔라
"서울특별시 마포구 월드컵로 45, 1,2층 (합정동)",행진
"서울특별시 마포구 양화로1길 31 (합정동, 1층일부)",카에루
"서울특별시 마포구 독막로8길 23 (합정동, 1층)",츠키젠
"서울특별시 마포구 성지1길 6, 2층 (합정동)",그릭조이
"서울특별시 마포구 월드컵로3길 31-6, 1층 (합정동)",고삼이 합정직영점
"서울특별시 마포구 토정로 31 (합정동, 1층일부)",낭만식탁
"서울특별시 마포구 월드컵로1길 14 (합정동, 마포한강푸르지오B115-2호)",합정육전면사무소
"서울특별시 마포구 월드컵로1길 14 (합정동, 마포한강푸르지오B115-1호)",소노야합정역점
"서울특별시 마포구 성지3길 67 (합정동, 1층)",몰토베네
"서울특별시 마포구 동교로 68 (합정동, 1층)",본전횟집
"서울특별시 마포구 독막로 43-1 (합정동, 3층)",시소
"서울특별시 마포구 월드컵로1길 28 (합정동, 2층)",홍콩반점
"서울특별시 마포구 양화로 50, 지1층 (합정동)",신김치생삼겹살2호
"서울특별시 마포구 독막로 34, 1층 일부 좌측호 (합정동)",스미비부타동 본점
"서울특별시 마포구 양화로6길 102, 정원빌딩 1층 (합정동)",블랙루머
"서울특별시 마포구 포은로 21, 1층 101호 (합정동)",라무라
"서울특별시 마포구 포은로 27, 1층 102호 (합정동)",윤멘
"서울특별시 마포구 토정로3길 17, 지1층 (합정동)",헤이브
"서울특별시 마포구 포은로 39, 1층 (합정동, 일부)",형제집
"서울특별시 마포구 포은로 14, 1층 105호 (합정동)",슬오라
"서울특별시 마포구 포은로 25 (합정동,1층)",돈까스광명
"서울특별시 마포구 독막로 18, 합정하이팍빌딩 1층 101호 (합정동)",자자
"서울특별시 마포구 월드컵로5길 74 (합정동, 1층일부)",넌덕
"서울특별시 마포구 독막로 55 (합정동, 나동 1층 일부)",족발애감동
"서울특별시 마포구 성지길 36-20, 지1층 (합정동)",이키
"서울특별시 마포구 월드컵로1길 14, 지1층 B118-1, B118-2호 (합정동, 마포 한강 푸르지오)",이가네 양꼬치 양갈비
"서울특별시 마포구 양화진4길 17, 동원빌딩 4층 (합정동)",같이양조장
